1,119.099998,0.402,48,1,1531727379
1,119.599998,0.404,48,0.994,1531727380
1,119.400002,0.405,48,0.995,1531727382
1,119.900002,0.403,48,0.994,1531727384
1,119.699997,0.404,48,0.995,1531727386
1,119.699997,0.404,48,0.995,1531727387
1,118.900002,0.409,48,0.991,1531727389
1,118.699997,0.408,48,0.993,1531727391
1,119.699997,0.405,48,0.991,1531727393
1,120,0.405,48,0.99,1531727394
1,119.5,0.405,48,0.994,1531727396
1,120.800003,0.401,48,0.992,1531727398
1,120.699997,0.401,48,0.994,1531727400
1,119.400002,0.402,48,1,1531727401
1,119.599998,0.401,48,1,1531727403
1,120,0.402,48,0.996,1531727405
1,119.699997,0.405,48,0.991,1531727407
1,119.199997,0.408,48,0.987,1531727409
1,119.400002,0.405,48,0.992,1531727410
1,120.300003,0.401,48,0.994,1531727412
1,120.099998,0.402,48,0.996,1531727414
1,119.5,0.403,48,0.998,1531727416
1,119.300003,0.405,48,0.994,1531727417
1,118.400002,0.405,48,1,1531727419
1,119.199997,0.402,48,1,1531727421
1,119.599998,0.403,48,0.998,1531727423
1,120.199997,0.403,48,0.99,1531727424
1,120.099998,0.403,48,0.993,1531727426
1,120.099998,0.4,48,0.997,1531727428
1,120.199997,0.402,48,0.992,1531727430
1,120.199997,0.403,48,0.991,1531727432
1,120.099998,0.401,48,0.998,1531727433
1,120.099998,0.402,48,0.994,1531727435
1,120.300003,0.4,48,1,1531727437
1,119.300003,0.404,48,0.997,1531727439
1,119.099998,0.405,48,0.994,1531727440
1,119.900002,0.406,48,0.986,1531727442
1,120,0.403,48,0.992,1531727444
1,119.699997,0.403,48,0.996,1531727446
1,119.099998,0.403,48,1,1531727448
1,119.199997,0.404,48,0.997,1531727449
1,118.400002,0.407,48,0.996,1531727451
1,118.599998,0.405,48,1,1531727453
1,118.599998,0.406,47,0.995,1531727455
1,119.300003,0.405,48,0.993,1531727457
1,119.800003,0.406,48,0.987,1531727459
1,120.300003,0.403,47,0.987,1531727461
1,120.099998,0.401,47,0.995,1531727463
1,119.800003,0.404,48,0.992,1531727465
1,118.800003,0.405,48,0.998,1531727467
1,118.599998,0.405,48,0.998,1531727468
1,118.699997,0.408,48,0.991,1531727470
1,118.099998,0.405,48,1,1531727472
1,119,0.403,47,0.999,1531727474
1,119.400002,0.4,47,1,1531727476
1,120,0.4,47,0.997,1531727478
1,120.199997,0.4,47,0.997,1531727480
1,119.400002,0.403,47,0.997,1531727481
1,120.300003,0.399,47,0.997,1531727483
1,119.800003,0.401,47,0.995,1531727485
1,118.900002,0.404,47,0.998,1531727487
1,119.300003,0.404,47,0.993,1531727488
1,120,0.399,48,1,1531727490
1,120.099998,0.399,47,1,1531727492
1,119.599998,0.4,47,1,1531727494
1,118.900002,0.403,47,1,1531727495
1,119.699997,0.403,47,0.994,1531727497
1,118.699997,0.407,47,0.992,1531727499
1,118.699997,0.407,47,0.99,1531727501
1,119.400002,0.404,47,0.993,1531727502
1,118.400002,0.404,47,0.999,1531727504
