app_id,v_val,i_val,p_val,pt_val,date
CFLOneYearWatt,117.5,0.207,13,0.006347,1531200556
CFLOneYearWatt,117.599998,0.208,13,0.006347,1531200558
CFLOneYearWatt,117.800003,0.207,13,0.006347,1531200560
CFLOneYearWatt,118.199997,0.209,13,0.006347,1531200562
CFLOneYearWatt,118.599998,0.21,13,0.006347,1531200563
CFLOneYearWatt,118.699997,0.209,13,0.006347,1531200565
CFLOneYearWatt,119.400002,0.21,13,0.006347,1531200567
CFLOneYearWatt,117.599998,0.206,13,0.006347,1531200568
CFLOneYearWatt,117.5,0.205,13,0.006347,1531200570
CFLOneYearWatt,118.099998,0.208,13,0.006347,1531200572
CFLOneYearWatt,118.199997,0.209,13,0.006347,1531200573
CFLOneYearWatt,117.5,0.209,13,0.006347,1531200575
CFLOneYearWatt,118.800003,0.212,13,0.006347,1531200577
CFLOneYearWatt,117.800003,0.208,13,0.006347,1531200578
CFLOneYearWatt,117.599998,0.207,13,0.006347,1531200580
CFLOneYearWatt,118.199997,0.208,13,0.006347,1531200582
CFLOneYearWatt,118.199997,0.208,13,0.006347,1531200583
CFLOneYearWatt,117.599998,0.207,13,0.006347,1531200585
CFLOneYearWatt,118.400002,0.208,13,0.006347,1531200587
CFLOneYearWatt,118.800003,0.209,13,0.006347,1531200589
CFLOneYearWatt,118.900002,0.209,13,0.006347,1531200590
CFLOneYearWatt,118.699997,0.208,13,0.006347,1531200592
CFLOneYearWatt,118.199997,0.207,13,0.006347,1531200594
CFLOneYearWatt,117.199997,0.207,13,0.006347,1531200595
CFLOneYearWatt,117.099998,0.207,13,0.006347,1531200597
CFLOneYearWatt,117.599998,0.208,13,0.006347,1531200599
CFLOneYearWatt,118.099998,0.211,13,0.006347,1531200600
CFLOneYearWatt,118.5,0.211,13,0.006347,1531200602
CFLOneYearWatt,118.699997,0.21,13,0.006347,1531200604
CFLOneYearWatt,118.800003,0.209,13,0.006347,1531200605
CFLOneYearWatt,118.5,0.208,13,0.006347,1531200607
CFLOneYearWatt,117.800003,0.208,13,0.006347,1531200609
CFLOneYearWatt,118.300003,0.209,13,0.006347,1531200610
CFLOneYearWatt,118.900002,0.208,13,0.006347,1531200612
CFLOneYearWatt,118,0.207,13,0.006347,1531200614
CFLOneYearWatt,119,0.21,13,0.006347,1531200615
CFLOneYearWatt,119.599998,0.21,13,0.006347,1531200617
CFLOneYearWatt,118.099998,0.207,13,0.006347,1531200619
CFLOneYearWatt,118.5,0.209,13,0.006347,1531200620
CFLOneYearWatt,119.599998,0.21,13,0.006347,1531200622
CFLOneYearWatt,119,0.21,13,0.006347,1531200624
CFLOneYearWatt,117.599998,0.207,13,0.006347,1531200626
CFLOneYearWatt,118.300003,0.207,13,0.006347,1531200627
CFLOneYearWatt,119.699997,0.21,13,0.006347,1531200629
CFLOneYearWatt,118.900002,0.208,13,0.006347,1531200631
CFLOneYearWatt,118.900002,0.208,13,0.006347,1531200632
CFLOneYearWatt,118.300003,0.207,13,0.006347,1531200634
CFLOneYearWatt,117.5,0.206,13,0.006347,1531200636
CFLOneYearWatt,118,0.207,13,0.006347,1531200637
CFLOneYearWatt,118.199997,0.207,13,0.006347,1531200639
CFLOneYearWatt,119,0.209,13,0.006347,1531200641
CFLOneYearWatt,118.800003,0.209,13,0.006347,1531200642
CFLOneYearWatt,118.800003,0.21,13,0.006347,1531200644
CFLOneYearWatt,118.400002,0.21,13,0.006347,1531200646
CFLOneYearWatt,118.099998,0.208,13,0.006347,1531200647
CFLOneYearWatt,118.599998,0.208,13,0.00635,1531200649
CFLOneYearWatt,118.599998,0.208,13,0.00635,1531200651
CFLOneYearWatt,118.900002,0.211,13,0.00635,1531200653
CFLOneYearWatt,117.900002,0.21,13,0.00635,1531200654
CFLOneYearWatt,117.400002,0.21,13,0.00635,1531200656
CFLOneYearWatt,117.300003,0.208,13,0.00635,1531200658
CFLOneYearWatt,118.699997,0.207,13,0.00635,1531200659
CFLOneYearWatt,118.900002,0.208,13,0.00635,1531200661
CFLOneYearWatt,118.699997,0.209,13,0.00635,1531200663
CFLOneYearWatt,118.5,0.209,13,0.00635,1531200664
CFLOneYearWatt,118,0.208,13,0.00635,1531200666
CFLOneYearWatt,117.599998,0.206,13,0.00635,1531200668
CFLOneYearWatt,118.400002,0.208,13,0.00635,1531200669
CFLOneYearWatt,119.400002,0.21,13,0.00635,1531200671
CFLOneYearWatt,119.599998,0.211,13,0.00635,1531200673
CFLOneYearWatt,119,0.209,13,0.00635,1531200674
CFLOneYearWatt,117.900002,0.208,13,0.00635,1531200676
CFLOneYearWatt,118.400002,0.209,13,0.00635,1531200678
CFLOneYearWatt,119.699997,0.211,13,0.00635,1531200679
CFLOneYearWatt,119.900002,0.21,13,0.00635,1531200681
CFLOneYearWatt,118.5,0.208,13,0.00635,1531200683
CFLOneYearWatt,117.699997,0.208,13,0.00635,1531200685
CFLOneYearWatt,117.699997,0.209,13,0.00635,1531200686
CFLOneYearWatt,118.400002,0.211,13,0.00635,1531200688
CFLOneYearWatt,118.199997,0.209,13,0.00635,1531200690
CFLOneYearWatt,117.800003,0.209,13,0.00635,1531200691
CFLOneYearWatt,117.300003,0.208,13,0.00635,1531200693
CFLOneYearWatt,118,0.209,13,0.00635,1531200695
CFLOneYearWatt,118.699997,0.209,13,0.00635,1531200696
CFLOneYearWatt,119.099998,0.209,13,0.00635,1531200698
CFLOneYearWatt,118.699997,0.208,13,0.00635,1531200700
CFLOneYearWatt,118.900002,0.21,13,0.00635,1531200702
CFLOneYearWatt,118.300003,0.209,13,0.00635,1531200703
CFLOneYearWatt,117.599998,0.207,13,0.00635,1531200705
CFLOneYearWatt,118,0.209,13,0.00635,1531200707
CFLOneYearWatt,118.300003,0.208,13,0.00635,1531200708
CFLOneYearWatt,118.5,0.209,13,0.00635,1531200710
CFLOneYearWatt,118.599998,0.21,13,0.00635,1531200712
CFLOneYearWatt,118.900002,0.208,13,0.00635,1531200713
CFLOneYearWatt,119.199997,0.21,13,0.00635,1531200715
CFLOneYearWatt,117.900002,0.208,13,0.00635,1531200717
CFLOneYearWatt,118.699997,0.208,13,0.00635,1531200719
CFLOneYearWatt,119.5,0.21,13,0.00635,1531200720
CFLOneYearWatt,119,0.21,13,0.00635,1531200722
CFLOneYearWatt,118.5,0.211,13,0.00635,1531200723
CFLOneYearWatt,118,0.209,13,0.00635,1531200725
CFLOneYearWatt,118.300003,0.207,13,0.00635,1531200727
CFLOneYearWatt,118.400002,0.21,13,0.00635,1531200729
CFLOneYearWatt,118.5,0.21,13,0.00635,1531200730
CFLOneYearWatt,118.099998,0.208,13,0.00635,1531200732
CFLOneYearWatt,119.099998,0.212,13,0.00635,1531200734
CFLOneYearWatt,119.5,0.209,13,0.00635,1531200735
CFLOneYearWatt,119.599998,0.208,13,0.00635,1531200737
CFLOneYearWatt,118.199997,0.208,13,0.00635,1531200739
CFLOneYearWatt,118.800003,0.21,13,0.00635,1531200740
CFLOneYearWatt,119.699997,0.211,13,0.00635,1531200742
CFLOneYearWatt,118.599998,0.208,13,0.00635,1531200744
CFLOneYearWatt,118.199997,0.208,13,0.00635,1531200745
CFLOneYearWatt,119.099998,0.21,13,0.00635,1531200747
CFLOneYearWatt,118.800003,0.208,13,0.00635,1531200749
CFLOneYearWatt,118,0.208,13,0.00635,1531200750
CFLOneYearWatt,118.199997,0.209,13,0.00635,1531200752
CFLOneYearWatt,118.199997,0.209,13,0.00635,1531200754
CFLOneYearWatt,119.199997,0.209,13,0.00635,1531200755
CFLOneYearWatt,119.300003,0.208,13,0.00635,1531200757
CFLOneYearWatt,118.400002,0.207,13,0.00635,1531200759
CFLOneYearWatt,118.5,0.206,13,0.00635,1531200761
CFLOneYearWatt,118.400002,0.207,13,0.00635,1531200762
CFLOneYearWatt,118.699997,0.207,13,0.00635,1531200764
CFLOneYearWatt,118.599998,0.208,13,0.00635,1531200766
CFLOneYearWatt,118.400002,0.209,13,0.00635,1531200767
CFLOneYearWatt,117.900002,0.208,13,0.00635,1531200769
CFLOneYearWatt,118.199997,0.207,13,0.00635,1531200770
CFLOneYearWatt,118.900002,0.209,13,0.00635,1531200772
CFLOneYearWatt,118.699997,0.209,13,0.00635,1531200774
CFLOneYearWatt,117.300003,0.207,13,0.00635,1531200775
CFLOneYearWatt,117.300003,0.206,13,0.00635,1531200777
CFLOneYearWatt,119.099998,0.209,13,0.00635,1531200779
CFLOneYearWatt,117.800003,0.207,13,0.00635,1531200780
CFLOneYearWatt,117.099998,0.205,13,0.00635,1531200782
CFLOneYearWatt,117.900002,0.206,13,0.00635,1531200784
CFLOneYearWatt,118.300003,0.207,13,0.00635,1531200785
CFLOneYearWatt,118.900002,0.209,13,0.00635,1531200787
CFLOneYearWatt,119.599998,0.211,13,0.00635,1531200789
CFLOneYearWatt,118.400002,0.208,13,0.00635,1531200791
CFLOneYearWatt,117.400002,0.206,13,0.00635,1531200792
CFLOneYearWatt,117.300003,0.206,13,0.00635,1531200794
CFLOneYearWatt,117.699997,0.208,13,0.00635,1531200796
CFLOneYearWatt,118.199997,0.208,13,0.00635,1531200797
CFLOneYearWatt,118.599998,0.209,13,0.00635,1531200799
CFLOneYearWatt,119.5,0.211,13,0.00635,1531200801
CFLOneYearWatt,119.300003,0.212,13,0.00635,1531200803
CFLOneYearWatt,118.400002,0.209,13,0.00635,1531200804
CFLOneYearWatt,118.199997,0.208,13,0.00635,1531200806
CFLOneYearWatt,118.300003,0.207,13,0.00635,1531200808
CFLOneYearWatt,117.900002,0.206,13,0.00635,1531200809
CFLOneYearWatt,118.400002,0.207,13,0.00635,1531200811
CFLOneYearWatt,118.699997,0.209,13,0.00635,1531200813
CFLOneYearWatt,119.5,0.208,13,0.00635,1531200814
CFLOneYearWatt,119,0.206,13,0.00635,1531200816
CFLOneYearWatt,117.5,0.205,13,0.00635,1531200818
CFLOneYearWatt,117.900002,0.207,13,0.00635,1531200819
CFLOneYearWatt,117.900002,0.207,13,0.00635,1531200821
CFLOneYearWatt,118.199997,0.208,13,0.00635,1531200823
CFLOneYearWatt,117.199997,0.206,13,0.00635,1531200824
CFLOneYearWatt,117.099998,0.206,13,0.00635,1531200826
CFLOneYearWatt,118.699997,0.208,13,0.00635,1531200828
CFLOneYearWatt,118.400002,0.209,13,0.00635,1531200829
CFLOneYearWatt,117.900002,0.209,13,0.00635,1531200831
CFLOneYearWatt,117.699997,0.207,13,0.00635,1531200833
CFLOneYearWatt,119,0.209,13,0.00635,1531200834
CFLOneYearWatt,119,0.209,13,0.00635,1531200836
CFLOneYearWatt,118.300003,0.208,13,0.00635,1531200838
CFLOneYearWatt,118.400002,0.208,13,0.00635,1531200839
CFLOneYearWatt,118.5,0.209,13,0.00635,1531200841
CFLOneYearWatt,119.199997,0.21,13,0.00635,1531200843
CFLOneYearWatt,118.699997,0.209,13,0.00635,1531200844
CFLOneYearWatt,118.699997,0.209,13,0.00635,1531200846
CFLOneYearWatt,118.900002,0.21,13,0.00635,1531200848
CFLOneYearWatt,118.800003,0.208,13,0.00635,1531200850
CFLOneYearWatt,119,0.209,13,0.00635,1531200851
CFLOneYearWatt,117.699997,0.207,13,0.00635,1531200853
CFLOneYearWatt,117.699997,0.205,13,0.00635,1531200855
CFLOneYearWatt,118.400002,0.206,13,0.00635,1531200856
CFLOneYearWatt,119.099998,0.21,13,0.00635,1531200858
CFLOneYearWatt,118.900002,0.21,13,0.00635,1531200860
CFLOneYearWatt,117.599998,0.207,13,0.00635,1531200861
CFLOneYearWatt,117.300003,0.207,13,0.00635,1531200863
CFLOneYearWatt,118.199997,0.21,13,0.00635,1531200865
CFLOneYearWatt,119,0.21,13,0.00635,1531200866
CFLOneYearWatt,118.599998,0.209,13,0.00635,1531200868
CFLOneYearWatt,119.199997,0.211,13,0.00635,1531200870
CFLOneYearWatt,118.300003,0.209,13,0.00635,1531200872
CFLOneYearWatt,117.599998,0.207,13,0.00635,1531200873
CFLOneYearWatt,118.599998,0.208,13,0.00635,1531200875
CFLOneYearWatt,117.400002,0.206,13,0.00635,1531200877
CFLOneYearWatt,117.800003,0.206,13,0.00635,1531200878
CFLOneYearWatt,118.900002,0.208,13,0.00635,1531200880
CFLOneYearWatt,119.099998,0.209,13,0.00635,1531200882
CFLOneYearWatt,118.300003,0.207,13,0.00635,1531200883
CFLOneYearWatt,118.099998,0.207,13,0.00635,1531200885
CFLOneYearWatt,117.300003,0.205,13,0.00635,1531200887
CFLOneYearWatt,117.599998,0.206,13,0.00635,1531200888
CFLOneYearWatt,118,0.208,13,0.00635,1531200890
CFLOneYearWatt,118.199997,0.21,13,0.00635,1531200892
CFLOneYearWatt,118.800003,0.21,13,0.00635,1531200894
CFLOneYearWatt,119,0.21,13,0.00635,1531200895
CFLOneYearWatt,118.400002,0.208,13,0.00635,1531200897
CFLOneYearWatt,118.199997,0.207,13,0.00635,1531200899
CFLOneYearWatt,117.900002,0.208,13,0.00635,1531200900
CFLOneYearWatt,117.300003,0.207,13,0.00635,1531200902
CFLOneYearWatt,117.800003,0.207,13,0.00635,1531200904
CFLOneYearWatt,118,0.206,13,0.00635,1531200905
CFLOneYearWatt,118.199997,0.207,13,0.00635,1531200907
CFLOneYearWatt,118,0.208,13,0.00635,1531200909
CFLOneYearWatt,118,0.207,13,0.00635,1531200911
CFLOneYearWatt,118.300003,0.208,13,0.00635,1531200912
CFLOneYearWatt,118.199997,0.207,13,0.00635,1531200914
CFLOneYearWatt,118.900002,0.209,13,0.00635,1531200916
CFLOneYearWatt,118.5,0.208,13,0.00635,1531200917
CFLOneYearWatt,118.300003,0.207,13,0.00635,1531200919
CFLOneYearWatt,118.699997,0.208,13,0.00635,1531200921
CFLOneYearWatt,118.400002,0.209,13,0.00635,1531200922
CFLOneYearWatt,118.400002,0.208,13,0.00635,1531200924
CFLOneYearWatt,118.400002,0.207,13,0.00635,1531200926
CFLOneYearWatt,119.199997,0.211,13,0.00635,1531200928
CFLOneYearWatt,119.099998,0.21,13,0.00635,1531200929
CFLOneYearWatt,118.900002,0.209,13,0.00635,1531200931
CFLOneYearWatt,118.300003,0.209,13,0.00635,1531200933
CFLOneYearWatt,117.300003,0.207,13,0.00635,1531200934
CFLOneYearWatt,117.5,0.207,13,0.00635,1531200936
CFLOneYearWatt,117.800003,0.207,13,0.00635,1531200938
CFLOneYearWatt,118.5,0.209,13,0.00635,1531200940
CFLOneYearWatt,119.300003,0.21,13,0.00635,1531200941
CFLOneYearWatt,119.699997,0.21,13,0.00635,1531200943
CFLOneYearWatt,118.699997,0.207,13,0.00635,1531200944
CFLOneYearWatt,118.599998,0.207,13,0.00635,1531200946
CFLOneYearWatt,118.300003,0.209,13,0.00635,1531200948
CFLOneYearWatt,117,0.206,13,0.00635,1531200949
CFLOneYearWatt,117.5,0.206,13,0.00635,1531200951
CFLOneYearWatt,118.800003,0.21,13,0.00635,1531200953
CFLOneYearWatt,118.199997,0.208,13,0.00635,1531200955
CFLOneYearWatt,118.400002,0.209,13,0.00635,1531200956
CFLOneYearWatt,118.800003,0.21,13,0.00635,1531200958
CFLOneYearWatt,119.400002,0.21,13,0.00635,1531200960
CFLOneYearWatt,118.800003,0.209,13,0.00635,1531200961
CFLOneYearWatt,117.900002,0.207,13,0.00635,1531200963
CFLOneYearWatt,117.699997,0.208,13,0.00635,1531200965
CFLOneYearWatt,117.300003,0.205,13,0.00635,1531200966
CFLOneYearWatt,118,0.206,13,0.00635,1531200968
CFLOneYearWatt,118.599998,0.208,13,0.00635,1531200970
CFLOneYearWatt,118.599998,0.21,13,0.00635,1531200971
CFLOneYearWatt,117.699997,0.207,13,0.00635,1531200973
CFLOneYearWatt,118.300003,0.208,13,0.00635,1531200975
CFLOneYearWatt,118.300003,0.208,13,0.00635,1531200977
CFLOneYearWatt,118.300003,0.208,13,0.00635,1531200978
CFLOneYearWatt,117.400002,0.208,13,0.00635,1531200980
CFLOneYearWatt,117,0.206,13,0.00635,1531200982
CFLOneYearWatt,118.599998,0.207,13,0.00635,1531200983
CFLOneYearWatt,119.300003,0.209,13,0.00635,1531200985
CFLOneYearWatt,119.599998,0.211,13,0.00635,1531200987
CFLOneYearWatt,119,0.209,13,0.00635,1531200988
CFLOneYearWatt,118.599998,0.208,13,0.00635,1531200990
CFLOneYearWatt,117.900002,0.209,13,0.00635,1531200992
CFLOneYearWatt,118.400002,0.209,13,0.00635,1531200993
CFLOneYearWatt,118.400002,0.209,13,0.00635,1531200995
CFLOneYearWatt,118.300003,0.208,13,0.00635,1531200997
CFLOneYearWatt,118.900002,0.207,13,0.00635,1531200999
CFLOneYearWatt,118.199997,0.207,13,0.00635,1531201000
CFLOneYearWatt,118.599998,0.21,13,0.00635,1531201002
CFLOneYearWatt,119.199997,0.21,13,0.00635,1531201004
CFLOneYearWatt,118.300003,0.208,13,0.00635,1531201005
CFLOneYearWatt,118.5,0.209,13,0.00635,1531201007
CFLOneYearWatt,118.400002,0.209,13,0.00635,1531201009
CFLOneYearWatt,118.5,0.208,13,0.00635,1531201010
CFLOneYearWatt,119.300003,0.208,13,0.00635,1531201012
CFLOneYearWatt,118.199997,0.206,13,0.00635,1531201014
CFLOneYearWatt,117.800003,0.207,13,0.00635,1531201015
CFLOneYearWatt,118.5,0.209,13,0.00635,1531201017
CFLOneYearWatt,118.099998,0.207,13,0.00635,1531201019
CFLOneYearWatt,117.199997,0.206,13,0.00635,1531201020
CFLOneYearWatt,116.900002,0.206,13,0.00635,1531201022
CFLOneYearWatt,117.800003,0.206,13,0.00635,1531201024
CFLOneYearWatt,118.599998,0.209,13,0.00635,1531201025
CFLOneYearWatt,118.699997,0.21,13,0.00635,1531201027
CFLOneYearWatt,118.599998,0.209,13,0.00635,1531201029
CFLOneYearWatt,118.5,0.21,13,0.00635,1531201030
CFLOneYearWatt,118.300003,0.21,13,0.00635,1531201032
CFLOneYearWatt,118.400002,0.209,13,0.00635,1531201034
CFLOneYearWatt,117.699997,0.208,13,0.00635,1531201036
CFLOneYearWatt,116.599998,0.207,13,0.00635,1531201037
CFLOneYearWatt,116.699997,0.206,13,0.00635,1531201039
CFLOneYearWatt,118.599998,0.207,13,0.00635,1531201041
CFLOneYearWatt,118.800003,0.209,13,0.00635,1531201042
CFLOneYearWatt,118.199997,0.209,13,0.00635,1531201044
CFLOneYearWatt,117.800003,0.207,13,0.00635,1531201046
CFLOneYearWatt,117.5,0.205,13,0.00635,1531201048
CFLOneYearWatt,118,0.206,13,0.00635,1531201049
CFLOneYearWatt,118.300003,0.209,13,0.00635,1531201051
CFLOneYearWatt,118.300003,0.208,13,0.00635,1531201053
CFLOneYearWatt,116.800003,0.206,13,0.00635,1531201054
CFLOneYearWatt,116.900002,0.204,13,0.00635,1531201056
CFLOneYearWatt,117.800003,0.206,13,0.00635,1531201058
CFLOneYearWatt,118.599998,0.207,13,0.00635,1531201059
CFLOneYearWatt,119,0.208,13,0.00635,1531201061
CFLOneYearWatt,119.800003,0.21,13,0.00635,1531201063
CFLOneYearWatt,119.599998,0.209,13,0.00635,1531201064
CFLOneYearWatt,119.099998,0.209,13,0.00635,1531201066
CFLOneYearWatt,118.300003,0.209,13,0.00635,1531201068
CFLOneYearWatt,118.300003,0.208,13,0.00635,1531201069
CFLOneYearWatt,118.099998,0.207,13,0.00635,1531201071
CFLOneYearWatt,118.099998,0.206,13,0.00635,1531201073
CFLOneYearWatt,118,0.207,13,0.00635,1531201074
CFLOneYearWatt,118.300003,0.208,13,0.00635,1531201076
CFLOneYearWatt,117.900002,0.206,13,0.00635,1531201078
CFLOneYearWatt,118.300003,0.205,13,0.00635,1531201079
CFLOneYearWatt,117.699997,0.204,13,0.00635,1531201081
CFLOneYearWatt,118.099998,0.206,13,0.00635,1531201083
CFLOneYearWatt,118.300003,0.206,13,0.00635,1531201084
CFLOneYearWatt,117.900002,0.205,13,0.00635,1531201086
CFLOneYearWatt,118.199997,0.209,13,0.00635,1531201088
CFLOneYearWatt,118.5,0.211,13,0.00635,1531201090
CFLOneYearWatt,119.199997,0.21,13,0.00635,1531201091
CFLOneYearWatt,119.199997,0.21,13,0.00635,1531201093
CFLOneYearWatt,119.099998,0.211,13,0.00635,1531201095
CFLOneYearWatt,119.300003,0.21,13,0.00635,1531201096
CFLOneYearWatt,119.099998,0.209,13,0.00635,1531201098
CFLOneYearWatt,118.400002,0.207,13,0.00635,1531201100
CFLOneYearWatt,119.099998,0.21,13,0.00635,1531201101
CFLOneYearWatt,119.199997,0.211,13,0.00635,1531201103
CFLOneYearWatt,118.599998,0.21,13,0.00635,1531201105
CFLOneYearWatt,117.599998,0.206,13,0.00635,1531201107
CFLOneYearWatt,116.900002,0.205,13,0.00635,1531201108
CFLOneYearWatt,117.900002,0.207,13,0.00635,1531201110
CFLOneYearWatt,118.199997,0.207,13,0.00635,1531201112
CFLOneYearWatt,118.099998,0.209,13,0.00635,1531201113
CFLOneYearWatt,117.5,0.208,13,0.00635,1531201115
CFLOneYearWatt,117.900002,0.206,13,0.00635,1531201117
CFLOneYearWatt,118.900002,0.209,13,0.00635,1531201118
CFLOneYearWatt,118.400002,0.209,13,0.00635,1531201120
CFLOneYearWatt,117.400002,0.206,13,0.00635,1531201122
CFLOneYearWatt,118.099998,0.207,13,0.00635,1531201123
CFLOneYearWatt,118.800003,0.209,13,0.00635,1531201125
CFLOneYearWatt,117.800003,0.207,13,0.00635,1531201127
CFLOneYearWatt,117.699997,0.206,13,0.00635,1531201129
CFLOneYearWatt,118,0.206,13,0.00635,1531201130
CFLOneYearWatt,118.5,0.207,13,0.00635,1531201132
CFLOneYearWatt,119.199997,0.209,13,0.00635,1531201134
CFLOneYearWatt,119.199997,0.21,13,0.00635,1531201135
CFLOneYearWatt,119.400002,0.21,13,0.00635,1531201137
CFLOneYearWatt,119.599998,0.209,13,0.00635,1531201139
CFLOneYearWatt,118.599998,0.206,13,0.00635,1531201140
CFLOneYearWatt,118.199997,0.205,13,0.00635,1531201142
CFLOneYearWatt,117.400002,0.205,13,0.00635,1531201144
CFLOneYearWatt,117.900002,0.207,13,0.00635,1531201146
