4,0.312,0.599
4,0.312,0.598
4,0.314,0.59
4,0.314,0.593
4,0.312,0.601
4,0.312,0.6
4,0.315,0.591
4,0.315,0.59
4,0.312,0.597
4,0.314,0.593
4,0.315,0.591
4,0.315,0.59
4,0.314,0.594
4,0.31,0.607
4,0.309,0.61
4,0.31,0.605
4,0.308,0.614
4,0.308,0.615
4,0.307,0.611
4,0.308,0.609
4,0.309,0.609
4,0.309,0.607
4,0.309,0.604
4,0.309,0.608
4,0.309,0.608
4,0.308,0.607
4,0.31,0.609
4,0.31,0.609
4,0.31,0.606
4,0.309,0.609
4,0.308,0.61
4,0.308,0.609
4,0.308,0.611
4,0.306,0.618
4,0.308,0.606
4,0.308,0.604
4,0.309,0.61
4,0.312,0.6
4,0.31,0.603
4,0.308,0.61
4,0.31,0.605
4,0.312,0.598
4,0.308,0.614
4,0.308,0.614
4,0.312,0.594
4,0.312,0.601
4,0.309,0.61
4,0.31,0.598
4,0.313,0.59
4,0.313,0.596
4,0.312,0.599
4,0.31,0.597
4,0.309,0.603
4,0.311,0.597
4,0.312,0.597
4,0.312,0.6
4,0.311,0.598
4,0.309,0.604
4,0.308,0.607
4,0.307,0.609
4,0.307,0.612
4,0.305,0.616
4,0.306,0.609
4,0.308,0.605
4,0.311,0.6
4,0.312,0.6
4,0.309,0.601
4,0.312,0.594
4,0.312,0.595
4,0.309,0.6
4,0.309,0.602
4,0.31,0.602
4,0.307,0.614
4,0.306,0.615
4,0.305,0.618
4,0.307,0.613
4,0.312,0.594
4,0.311,0.6
4,0.308,0.608
4,0.306,0.615
4,0.305,0.618
4,0.306,0.614
4,0.31,0.602
4,0.311,0.597
4,0.312,0.597
4,0.311,0.604
4,0.309,0.606
4,0.308,0.606
4,0.31,0.603
4,0.31,0.604
4,0.308,0.61
4,0.31,0.605
4,0.313,0.596
4,0.309,0.604
4,0.309,0.605
4,0.313,0.596
4,0.312,0.6
4,0.31,0.602
4,0.313,0.596
4,0.312,0.6
4,0.309,0.609
4,0.311,0.601
4,0.31,0.604
4,0.306,0.62
4,0.306,0.618
4,0.306,0.618
4,0.306,0.622
4,0.306,0.617
4,0.309,0.607
4,0.311,0.603
4,0.308,0.603
4,0.311,0.598
4,0.313,0.593
4,0.31,0.603
4,0.308,0.613
4,0.306,0.618
4,0.307,0.611
4,0.31,0.601
4,0.313,0.596
4,0.309,0.606
4,0.306,0.615
4,0.307,0.614
4,0.306,0.618
4,0.307,0.615
4,0.309,0.604
4,0.313,0.597
4,0.308,0.611
4,0.306,0.618
4,0.307,0.614
4,0.308,0.607
4,0.31,0.6
4,0.311,0.598
4,0.308,0.61
4,0.306,0.619
4,0.306,0.618
4,0.306,0.616
4,0.306,0.609
4,0.311,0.598
4,0.313,0.594
4,0.311,0.597
4,0.311,0.595
4,0.31,0.602
4,0.309,0.608
4,0.308,0.613
4,0.309,0.61
4,0.308,0.607
4,0.31,0.6
4,0.311,0.596
4,0.312,0.595
4,0.31,0.602
4,0.309,0.604
4,0.308,0.61
4,0.307,0.616
4,0.309,0.609
4,0.307,0.615
4,0.307,0.616
4,0.305,0.619
4,0.305,0.619
4,0.305,0.619
4,0.306,0.612
4,0.308,0.606
4,0.311,0.596
4,0.31,0.603
4,0.309,0.603
4,0.313,0.594
4,0.313,0.597
4,0.312,0.601
4,0.311,0.605
4,0.31,0.604
4,0.306,0.618
4,0.305,0.622
4,0.306,0.621
4,0.306,0.62
4,0.307,0.611
4,0.306,0.615
4,0.307,0.614
4,0.307,0.613
4,0.306,0.618
4,0.306,0.616
4,0.306,0.621
4,0.306,0.622
4,0.306,0.618
4,0.306,0.618
4,0.306,0.62
4,0.31,0.608
4,0.311,0.605
4,0.308,0.616
4,0.31,0.608
4,0.311,0.606
4,0.309,0.613
4,0.308,0.615
4,0.311,0.609
4,0.31,0.613
4,0.31,0.612
4,0.308,0.616
4,0.308,0.614
4,0.31,0.609
4,0.309,0.609
4,0.31,0.606
4,0.312,0.601
5,2.977,0.845
5,2.727,0.916
5,2.704,0.928
5,2.641,0.957
5,2.543,0.99
5,2.649,0.941
5,2.716,0.917
5,2.853,0.887
5,2.867,0.882
5,2.985,0.846
5,2.964,0.85
5,2.966,0.85
5,2.867,0.885
5,2.874,0.878
5,2.852,0.883
5,2.924,0.861
5,2.768,0.9
5,2.699,0.919
5,2.843,0.88
5,2.84,0.88
5,2.613,0.956
5,2.838,0.884
5,2.949,0.849
5,2.838,0.896
5,2.847,0.885
5,2.758,0.904
5,2.769,0.903
5,2.804,0.891
5,2.85,0.878
5,2.891,0.874
5,2.795,0.901
5,2.669,0.941
5,2.606,0.965
5,2.708,0.938
5,2.992,0.85
5,2.933,0.863
5,2.88,0.873
5,2.7,0.925
5,2.761,0.904
5,2.723,0.919
5,2.741,0.912
5,2.739,0.916
5,2.635,0.958
5,2.62,0.96
5,2.748,0.916
5,2.822,0.884
5,2.816,0.884
5,3,0.84
5,3.023,0.839
5,2.853,0.884
5,2.702,0.927
5,2.678,0.931
5,2.675,0.926
5,2.635,0.941
5,2.745,0.913
5,2.629,0.954
5,2.551,0.983
5,2.8,0.901
5,2.716,0.92
5,2.622,0.954
5,2.536,0.987
5,2.528,0.991
5,2.523,0.996
5,2.573,0.977
5,2.571,0.979
5,2.543,0.991
5,2.64,0.953
5,2.672,0.938
5,2.667,0.941
5,2.684,0.932
5,2.696,0.925
5,2.638,0.954
5,2.775,0.902
5,2.844,0.883
5,2.844,0.886
5,2.694,0.925
5,2.777,0.904
5,2.835,0.888
5,2.851,0.886
5,2.71,0.944
5,2.642,0.96
5,2.782,0.912
5,2.733,0.92
5,2.587,0.965
5,2.641,0.939
5,2.693,0.922
5,2.762,0.902
5,2.832,0.889
5,2.889,0.878
5,2.869,0.889
5,2.949,0.853
5,2.945,0.852
5,2.879,0.879
5,2.974,0.852
5,2.976,0.85
5,2.87,0.889
5,3.036,0.836
5,3.035,0.838
5,2.945,0.861
5,2.86,0.898
5,2.858,0.898
5,2.838,0.901
5,2.815,0.906
5,2.792,0.901
5,2.702,0.927
5,2.62,0.95
5,2.711,0.923
5,2.691,0.938
5,2.641,0.948
5,2.883,0.872
5,2.981,0.845
5,2.91,0.867
5,2.82,0.889
5,2.719,0.913
5,2.584,0.972
5,2.525,0.997
5,2.525,0.997
5,2.547,0.988
5,2.648,0.944
5,2.665,0.944
5,2.705,0.929
5,2.902,0.864
5,2.82,0.883
5,2.837,0.88
5,2.948,0.855
5,2.863,0.882
5,2.785,0.902
5,2.969,0.851
5,3.002,0.847
5,2.672,0.95
5,2.679,0.951
5,2.629,0.955
5,2.706,0.922
5,2.913,0.863
5,2.951,0.856
5,2.968,0.855
5,2.791,0.913
5,2.716,0.93
5,2.594,0.958
5,2.53,0.994
5,2.728,0.922
5,2.731,0.923
5,2.715,0.94
5,2.845,0.897
5,2.883,0.881
5,2.686,0.931
5,2.713,0.919
5,2.711,0.925
5,2.72,0.917
5,2.719,0.918
5,2.716,0.92
5,2.734,0.919
5,2.852,0.882
5,2.659,0.946
5,2.624,0.961
5,2.72,0.939
5,2.695,0.949
5,2.511,1
5,2.547,0.987
5,2.662,0.941
5,2.655,0.944
5,2.639,0.944
5,2.628,0.945
5,2.625,0.958
5,2.669,0.93
5,2.676,0.923
5,2.66,0.933
5,2.64,0.94
5,2.645,0.938
5,2.703,0.932
5,2.686,0.941
5,2.551,0.98
5,2.561,0.98
5,2.583,0.976
5,2.773,0.902
5,2.831,0.878
5,2.727,0.908
5,2.739,0.915
5,2.849,0.888
5,2.787,0.912
5,2.704,0.93
5,2.681,0.927
5,2.718,0.928
5,2.687,0.942
5,2.656,0.948
5,2.657,0.951
5,2.541,0.991
5,2.701,0.936
5,2.839,0.879
5,2.902,0.859
5,2.819,0.898
5,2.846,0.892
5,2.869,0.883
5,2.781,0.879
5,2.789,0.859
5,2.868,0.898
5,2.834,0.886
5,2.739,0.879
5,2.665,0.859
5,2.697,0.898
6,0.837,1
6,0.84,0.999
6,0.838,0.99
6,0.834,0.997
6,0.829,0.996
6,0.832,0.997
6,0.831,0.998
6,0.831,0.998
6,0.826,1
6,0.826,1
6,0.825,1
6,0.829,1
6,0.83,1
6,0.827,0.999
6,0.828,1
6,0.827,1
6,0.827,0.997
6,0.827,1
6,0.831,0.998
6,0.831,0.997
6,0.827,1
6,0.832,1
6,0.836,1
6,0.837,0.998
6,0.837,0.992
6,0.837,0.993
6,0.837,0.998
6,0.833,1
6,0.826,1
6,0.831,1
6,0.84,1
6,0.84,1
6,0.839,0.997
6,0.838,0.998
6,0.839,0.998
6,0.84,1
6,0.835,1
6,0.829,1
6,0.828,1
6,0.834,0.999
6,0.841,0.998
6,0.84,0.999
6,0.834,1
6,0.833,0.997
6,0.835,0.996
6,0.836,1
6,0.829,1
6,0.834,0.994
6,0.84,0.995
6,0.835,0.999
6,0.829,0.994
6,0.831,0.992
6,0.833,0.998
6,0.828,1
6,0.824,0.998
6,0.831,0.994
6,0.836,0.994
6,0.839,0.994
6,0.836,0.998
6,0.826,1
6,0.826,0.996
6,0.826,0.993
6,0.826,0.998
6,0.827,0.996
6,0.835,0.994
6,0.837,0.993
6,0.83,0.997
6,0.826,1
6,0.83,0.999
6,0.838,0.99
6,0.837,0.991
6,0.839,0.992
6,0.836,0.989
6,0.836,0.99
6,0.835,0.991
6,0.836,0.99
6,0.84,0.987
6,0.835,0.99
6,0.834,0.991
6,0.831,0.994
6,0.828,0.996
6,0.827,1
6,0.824,1
6,0.829,0.997
6,0.831,1
6,0.834,1
6,0.833,1
6,0.843,0.994
6,0.843,0.991
6,0.836,0.992
6,0.832,0.992
6,0.827,1
6,0.83,1
6,0.83,0.998
6,0.825,1
6,0.825,1
6,0.825,1
6,0.829,1
6,0.833,0.999
6,0.831,1
6,0.832,1
6,0.83,1
6,0.831,0.999
6,0.835,0.988
6,0.837,0.988
6,0.839,0.99
6,0.838,0.998
6,0.844,0.998
6,0.842,0.998
6,0.833,1
6,0.829,1
6,0.827,1
6,0.83,1
6,0.833,0.996
6,0.838,0.992
6,0.841,0.995
6,0.842,0.995
6,0.839,0.999
6,0.833,1
6,0.827,0.997
6,0.83,0.992
6,0.836,0.993
6,0.838,0.997
6,0.832,0.999
6,0.831,0.999
6,0.829,0.998
6,0.829,0.999
6,0.84,0.995
6,0.839,1
6,0.828,1
6,0.828,0.997
6,0.835,0.995
6,0.84,0.997
6,0.834,1
6,0.835,0.99
6,0.837,0.997
6,0.837,1
6,0.835,1
6,0.837,0.999
6,0.84,0.994
6,0.833,0.995
6,0.829,0.993
6,0.834,0.997
6,0.84,0.996
6,0.836,0.999
6,0.832,1
6,0.834,1
6,0.827,0.998
6,0.827,1
6,0.827,1
6,0.837,0.998
6,0.841,0.996
6,0.841,0.997
6,0.84,0.996
6,0.837,0.992
6,0.831,0.996
6,0.83,1
6,0.835,1
6,0.841,1
6,0.837,0.996
6,0.834,0.994
6,0.83,0.992
6,0.832,0.993
6,0.827,0.998
6,0.827,1
6,0.83,1
6,0.83,0.997
6,0.83,0.995
6,0.828,0.996
6,0.829,0.996
6,0.831,1
6,0.825,1
6,0.823,1
6,0.829,1
