JeinPoLiEnergySavingLampsBad,v_val,i_val,p_val,pf_val,date
JeinPoLiEnergySavingLampsBad,114.900002,0.247,18,0.651,1531663358
JeinPoLiEnergySavingLampsBad,115.199997,0.25,18,0.642,1531663360
JeinPoLiEnergySavingLampsBad,115.900002,0.248,18,0.644,1531663361
JeinPoLiEnergySavingLampsBad,116.099998,0.249,18,0.636,1531663363
JeinPoLiEnergySavingLampsBad,116.099998,0.249,18,0.638,1531663365
JeinPoLiEnergySavingLampsBad,115.199997,0.246,18,0.651,1531663367
JeinPoLiEnergySavingLampsBad,114.900002,0.247,18,0.649,1531663369
JeinPoLiEnergySavingLampsBad,114.5,0.252,18,0.636,1531663371
JeinPoLiEnergySavingLampsBad,115.400002,0.251,18,0.639,1531663372
JeinPoLiEnergySavingLampsBad,115.099998,0.253,18,0.635,1531663374
JeinPoLiEnergySavingLampsBad,115.599998,0.248,18,0.643,1531663376
JeinPoLiEnergySavingLampsBad,115.699997,0.245,18,0.651,1531663378
JeinPoLiEnergySavingLampsBad,115,0.246,18,0.654,1531663380
JeinPoLiEnergySavingLampsBad,115,0.246,18,0.655,1531663382
JeinPoLiEnergySavingLampsBad,115.400002,0.247,18,0.651,1531663384
JeinPoLiEnergySavingLampsBad,115.599998,0.247,18,0.647,1531663385
JeinPoLiEnergySavingLampsBad,116.5,0.247,18,0.644,1531663387
JeinPoLiEnergySavingLampsBad,115.199997,0.249,18,0.646,1531663389
JeinPoLiEnergySavingLampsBad,114.599998,0.251,18,0.644,1531663391
JeinPoLiEnergySavingLampsBad,116,0.248,18,0.646,1531663393
JeinPoLiEnergySavingLampsBad,116.099998,0.25,18,0.637,1531663394
JeinPoLiEnergySavingLampsBad,115.699997,0.248,18,0.644,1531663396
JeinPoLiEnergySavingLampsBad,115.300003,0.249,18,0.645,1531663398
JeinPoLiEnergySavingLampsBad,114.5,0.251,18,0.645,1531663400
JeinPoLiEnergySavingLampsBad,114.199997,0.253,18,0.641,1531663402
JeinPoLiEnergySavingLampsBad,115.099998,0.25,18,0.645,1531663403
JeinPoLiEnergySavingLampsBad,116.400002,0.246,18,0.65,1531663405
JeinPoLiEnergySavingLampsBad,116.199997,0.246,18,0.648,1531663407
JeinPoLiEnergySavingLampsBad,115.300003,0.249,18,0.644,1531663409
JeinPoLiEnergySavingLampsBad,115.099998,0.253,18,0.636,1531663410
JeinPoLiEnergySavingLampsBad,115.599998,0.25,18,0.643,1531663412
JeinPoLiEnergySavingLampsBad,115,0.25,18,0.647,1531663414
JeinPoLiEnergySavingLampsBad,114.300003,0.251,18,0.647,1531663416
JeinPoLiEnergySavingLampsBad,114.800003,0.248,18,0.652,1531663418
JeinPoLiEnergySavingLampsBad,114.5,0.248,18,0.653,1531663419
JeinPoLiEnergySavingLampsBad,114.900002,0.246,18,0.653,1531663421
JeinPoLiEnergySavingLampsBad,115.199997,0.25,18,0.643,1531663423
JeinPoLiEnergySavingLampsBad,115.599998,0.25,18,0.643,1531663424
JeinPoLiEnergySavingLampsBad,115.900002,0.246,18,0.652,1531663426
JeinPoLiEnergySavingLampsBad,114.599998,0.251,18,0.649,1531663428
JeinPoLiEnergySavingLampsBad,114.199997,0.258,18,0.629,1531663429
JeinPoLiEnergySavingLampsBad,115.599998,0.25,18,0.642,1531663431
JeinPoLiEnergySavingLampsBad,116.300003,0.247,18,0.647,1531663433
JeinPoLiEnergySavingLampsBad,116.5,0.249,18,0.64,1531663435
JeinPoLiEnergySavingLampsBad,115.900002,0.25,18,0.642,1531663436
JeinPoLiEnergySavingLampsBad,115.800003,0.251,18,0.642,1531663438
JeinPoLiEnergySavingLampsBad,115.900002,0.249,18,0.644,1531663440
JeinPoLiEnergySavingLampsBad,116,0.252,18,0.634,1531663441
JeinPoLiEnergySavingLampsBad,116.300003,0.256,18,0.626,1531663443
JeinPoLiEnergySavingLampsBad,116,0.255,18,0.63,1531663445
JeinPoLiEnergySavingLampsBad,115.599998,0.251,18,0.642,1531663447
JeinPoLiEnergySavingLampsBad,115.300003,0.252,18,0.641,1531663449
JeinPoLiEnergySavingLampsBad,115.099998,0.256,18,0.631,1531663450
JeinPoLiEnergySavingLampsBad,115.300003,0.254,18,0.635,1531663452
JeinPoLiEnergySavingLampsBad,115,0.249,18,0.649,1531663454
JeinPoLiEnergySavingLampsBad,115.099998,0.249,18,0.648,1531663455
JeinPoLiEnergySavingLampsBad,115.900002,0.249,18,0.641,1531663457
JeinPoLiEnergySavingLampsBad,116.099998,0.247,18,0.645,1531663459
JeinPoLiEnergySavingLampsBad,115.199997,0.251,18,0.644,1531663461
JeinPoLiEnergySavingLampsBad,115.699997,0.25,18,0.644,1531663462
JeinPoLiEnergySavingLampsBad,116.5,0.247,18,0.645,1531663464
JeinPoLiEnergySavingLampsBad,116.599998,0.248,18,0.643,1531663466
JeinPoLiEnergySavingLampsBad,116.5,0.247,18,0.647,1531663468
JeinPoLiEnergySavingLampsBad,116.199997,0.249,18,0.64,1531663469
JeinPoLiEnergySavingLampsBad,115.400002,0.249,18,0.644,1531663471
JeinPoLiEnergySavingLampsBad,116,0.248,18,0.645,1531663473
JeinPoLiEnergySavingLampsBad,116.099998,0.248,18,0.641,1531663474
JeinPoLiEnergySavingLampsBad,115,0.25,18,0.645,1531663476
JeinPoLiEnergySavingLampsBad,115.300003,0.25,18,0.639,1531663478
JeinPoLiEnergySavingLampsBad,115.699997,0.248,18,0.642,1531663480
JeinPoLiEnergySavingLampsBad,115.300003,0.253,18,0.635,1531663481
JeinPoLiEnergySavingLampsBad,115.300003,0.251,18,0.643,1531663483
JeinPoLiEnergySavingLampsBad,115.199997,0.249,18,0.647,1531663485
JeinPoLiEnergySavingLampsBad,115.599998,0.248,18,0.649,1531663487
JeinPoLiEnergySavingLampsBad,114.900002,0.252,18,0.642,1531663489
JeinPoLiEnergySavingLampsBad,115.199997,0.258,18,0.627,1531663490
JeinPoLiEnergySavingLampsBad,115.900002,0.254,18,0.632,1531663492
JeinPoLiEnergySavingLampsBad,116.699997,0.248,18,0.643,1531663494
JeinPoLiEnergySavingLampsBad,116.900002,0.248,18,0.64,1531663495
JeinPoLiEnergySavingLampsBad,115.599998,0.254,18,0.631,1531663497
JeinPoLiEnergySavingLampsBad,115.199997,0.251,18,0.642,1531663499
JeinPoLiEnergySavingLampsBad,115.300003,0.249,18,0.648,1531663501
JeinPoLiEnergySavingLampsBad,115.300003,0.25,18,0.644,1531663503
JeinPoLiEnergySavingLampsBad,114.400002,0.254,18,0.637,1531663504
JeinPoLiEnergySavingLampsBad,114.900002,0.255,18,0.632,1531663506
JeinPoLiEnergySavingLampsBad,115.800003,0.252,18,0.636,1531663508
JeinPoLiEnergySavingLampsBad,116.5,0.251,18,0.638,1531663510
JeinPoLiEnergySavingLampsBad,115.5,0.249,18,0.647,1531663511
JeinPoLiEnergySavingLampsBad,114.900002,0.249,18,0.65,1531663513
JeinPoLiEnergySavingLampsBad,115,0.25,18,0.645,1531663515
JeinPoLiEnergySavingLampsBad,114.900002,0.254,18,0.637,1531663517
JeinPoLiEnergySavingLampsBad,115.699997,0.253,18,0.637,1531663519
JeinPoLiEnergySavingLampsBad,115,0.254,18,0.64,1531663521
JeinPoLiEnergySavingLampsBad,115.699997,0.253,18,0.64,1531663522
JeinPoLiEnergySavingLampsBad,115.5,0.251,18,0.644,1531663524
JeinPoLiEnergySavingLampsBad,115.400002,0.251,18,0.643,1531663526
JeinPoLiEnergySavingLampsBad,116.400002,0.248,18,0.646,1531663528
JeinPoLiEnergySavingLampsBad,116,0.248,18,0.647,1531663530
JeinPoLiEnergySavingLampsBad,114.800003,0.249,18,0.652,1531663531
JeinPoLiEnergySavingLampsBad,114.699997,0.253,18,0.644,1531663533
JeinPoLiEnergySavingLampsBad,115.699997,0.253,18,0.637,1531663535
JeinPoLiEnergySavingLampsBad,116.699997,0.248,18,0.644,1531663537
JeinPoLiEnergySavingLampsBad,116.099998,0.25,18,0.64,1531663539
JeinPoLiEnergySavingLampsBad,115.900002,0.253,18,0.637,1531663540
JeinPoLiEnergySavingLampsBad,115.400002,0.253,18,0.642,1531663542
JeinPoLiEnergySavingLampsBad,115.800003,0.248,18,0.652,1531663544
JeinPoLiEnergySavingLampsBad,116.800003,0.248,18,0.649,1531663546
JeinPoLiEnergySavingLampsBad,115.900002,0.252,18,0.64,1531663548
JeinPoLiEnergySavingLampsBad,116.099998,0.253,18,0.638,1531663550
JeinPoLiEnergySavingLampsBad,115.699997,0.252,18,0.639,1531663551
JeinPoLiEnergySavingLampsBad,115.800003,0.252,18,0.638,1531663553
JeinPoLiEnergySavingLampsBad,117,0.249,18,0.643,1531663555
JeinPoLiEnergySavingLampsBad,115.599998,0.25,18,0.649,1531663557
JeinPoLiEnergySavingLampsBad,114.900002,0.25,18,0.652,1531663558
JeinPoLiEnergySavingLampsBad,114.300003,0.254,18,0.643,1531663560
JeinPoLiEnergySavingLampsBad,114.300003,0.253,18,0.646,1531663562
JeinPoLiEnergySavingLampsBad,115,0.25,18,0.651,1531663564
JeinPoLiEnergySavingLampsBad,115.199997,0.254,18,0.64,1531663565
JeinPoLiEnergySavingLampsBad,115.699997,0.258,18,0.627,1531663567
JeinPoLiEnergySavingLampsBad,116.300003,0.254,18,0.632,1531663569
JeinPoLiEnergySavingLampsBad,115.800003,0.252,18,0.641,1531663571
JeinPoLiEnergySavingLampsBad,115.900002,0.251,18,0.644,1531663572
JeinPoLiEnergySavingLampsBad,116.5,0.25,18,0.644,1531663574
JeinPoLiEnergySavingLampsBad,116,0.252,18,0.641,1531663576
JeinPoLiEnergySavingLampsBad,114.900002,0.259,18,0.629,1531663578
JeinPoLiEnergySavingLampsBad,115.599998,0.252,18,0.642,1531663579
JeinPoLiEnergySavingLampsBad,114.900002,0.252,18,0.645,1531663581
JeinPoLiEnergySavingLampsBad,114.5,0.255,18,0.642,1531663583
JeinPoLiEnergySavingLampsBad,116.099998,0.252,18,0.642,1531663584
JeinPoLiEnergySavingLampsBad,116.5,0.25,18,0.646,1531663586
JeinPoLiEnergySavingLampsBad,116.099998,0.249,18,0.649,1531663588
JeinPoLiEnergySavingLampsBad,115,0.253,18,0.647,1531663590
JeinPoLiEnergySavingLampsBad,115.300003,0.258,18,0.635,1531663591
JeinPoLiEnergySavingLampsBad,116,0.258,18,0.63,1531663593
JeinPoLiEnergySavingLampsBad,116.199997,0.251,18,0.645,1531663595
JeinPoLiEnergySavingLampsBad,114.599998,0.261,18,0.631,1531663596
JeinPoLiEnergySavingLampsBad,114.199997,0.259,18,0.638,1531663598
JeinPoLiEnergySavingLampsBad,116,0.25,18,0.651,1531663600
JeinPoLiEnergySavingLampsBad,116.199997,0.251,18,0.646,1531663602
JeinPoLiEnergySavingLampsBad,115.199997,0.257,18,0.638,1531663603
JeinPoLiEnergySavingLampsBad,114.800003,0.254,18,0.643,1531663605
JeinPoLiEnergySavingLampsBad,115.300003,0.255,18,0.64,1531663607
JeinPoLiEnergySavingLampsBad,117,0.253,18,0.637,1531663609
JeinPoLiEnergySavingLampsBad,115.699997,0.252,18,0.643,1531663610
JeinPoLiEnergySavingLampsBad,116,0.252,18,0.644,1531663612
JeinPoLiEnergySavingLampsBad,116.599998,0.249,18,0.651,1531663614
JeinPoLiEnergySavingLampsBad,115.400002,0.253,18,0.645,1531663616
JeinPoLiEnergySavingLampsBad,114.599998,0.256,18,0.639,1531663618
JeinPoLiEnergySavingLampsBad,115.099998,0.251,18,0.649,1531663619
JeinPoLiEnergySavingLampsBad,115.599998,0.251,18,0.649,1531663621
JeinPoLiEnergySavingLampsBad,116.5,0.249,18,0.647,1531663623
JeinPoLiEnergySavingLampsBad,116.099998,0.256,18,0.635,1531663624
JeinPoLiEnergySavingLampsBad,116.199997,0.257,18,0.63,1531663626
JeinPoLiEnergySavingLampsBad,116.099998,0.251,18,0.648,1531663628
JeinPoLiEnergySavingLampsBad,115.099998,0.249,18,0.658,1531663630
JeinPoLiEnergySavingLampsBad,115,0.253,18,0.65,1531663631
JeinPoLiEnergySavingLampsBad,114.900002,0.255,18,0.646,1531663633
JeinPoLiEnergySavingLampsBad,115.599998,0.25,18,0.653,1531663635
JeinPoLiEnergySavingLampsBad,115.199997,0.25,18,0.655,1531663637
JeinPoLiEnergySavingLampsBad,114.699997,0.255,18,0.645,1531663639
JeinPoLiEnergySavingLampsBad,114.800003,0.253,18,0.647,1531663640
JeinPoLiEnergySavingLampsBad,115,0.251,18,0.653,1531663642
JeinPoLiEnergySavingLampsBad,114.699997,0.254,18,0.648,1531663644
JeinPoLiEnergySavingLampsBad,115.400002,0.252,18,0.647,1531663645
JeinPoLiEnergySavingLampsBad,115.699997,0.251,18,0.646,1531663647
JeinPoLiEnergySavingLampsBad,116.800003,0.249,18,0.645,1531663649
JeinPoLiEnergySavingLampsBad,116.699997,0.249,18,0.646,1531663651
JeinPoLiEnergySavingLampsBad,115.400002,0.253,18,0.646,1531663653
JeinPoLiEnergySavingLampsBad,115.300003,0.254,18,0.645,1531663654
JeinPoLiEnergySavingLampsBad,115.699997,0.257,18,0.636,1531663656
JeinPoLiEnergySavingLampsBad,115.699997,0.26,18,0.628,1531663658
JeinPoLiEnergySavingLampsBad,115,0.258,18,0.636,1531663660
JeinPoLiEnergySavingLampsBad,114.900002,0.262,18,0.628,1531663661
JeinPoLiEnergySavingLampsBad,115.599998,0.258,18,0.634,1531663663
JeinPoLiEnergySavingLampsBad,115.099998,0.255,18,0.643,1531663665
JeinPoLiEnergySavingLampsBad,115.699997,0.254,18,0.64,1531663667
JeinPoLiEnergySavingLampsBad,116.300003,0.251,18,0.644,1531663668
JeinPoLiEnergySavingLampsBad,115.400002,0.253,18,0.644,1531663670
JeinPoLiEnergySavingLampsBad,115.099998,0.254,18,0.641,1531663672
JeinPoLiEnergySavingLampsBad,114.599998,0.253,18,0.648,1531663674
JeinPoLiEnergySavingLampsBad,114.599998,0.255,18,0.642,1531663675
JeinPoLiEnergySavingLampsBad,115.400002,0.252,18,0.645,1531663677
JeinPoLiEnergySavingLampsBad,114.900002,0.258,18,0.635,1531663679
JeinPoLiEnergySavingLampsBad,114.400002,0.26,18,0.632,1531663681
JeinPoLiEnergySavingLampsBad,115.599998,0.255,18,0.636,1531663683
JeinPoLiEnergySavingLampsBad,116.300003,0.254,18,0.637,1531663684
JeinPoLiEnergySavingLampsBad,115.699997,0.25,18,0.649,1531663686
JeinPoLiEnergySavingLampsBad,114.699997,0.254,18,0.643,1531663688
JeinPoLiEnergySavingLampsBad,115.099998,0.254,18,0.638,1531663689
JeinPoLiEnergySavingLampsBad,116.099998,0.249,18,0.646,1531663691
JeinPoLiEnergySavingLampsBad,115.199997,0.249,18,0.65,1531663693
JeinPoLiEnergySavingLampsBad,115,0.25,18,0.649,1531663694
JeinPoLiEnergySavingLampsBad,115.699997,0.252,18,0.644,1531663696
JeinPoLiEnergySavingLampsBad,115.900002,0.252,18,0.642,1531663698
JeinPoLiEnergySavingLampsBad,116.400002,0.25,18,0.645,1531663699
JeinPoLiEnergySavingLampsBad,116,0.249,18,0.647,1531663701
JeinPoLiEnergySavingLampsBad,115.699997,0.249,18,0.648,1531663703
JeinPoLiEnergySavingLampsBad,115.599998,0.251,18,0.647,1531663705
JeinPoLiEnergySavingLampsBad,116.599998,0.248,18,0.647,1531663707
JeinPoLiEnergySavingLampsBad,116.099998,0.249,18,0.648,1531663708
JeinPoLiEnergySavingLampsBad,115.5,0.249,18,0.65,1531663710
JeinPoLiEnergySavingLampsBad,115.800003,0.249,18,0.647,1531663712
JeinPoLiEnergySavingLampsBad,116.099998,0.25,18,0.644,1531663713
JeinPoLiEnergySavingLampsBad,115.400002,0.25,18,0.648,1531663715
JeinPoLiEnergySavingLampsBad,116,0.248,18,0.65,1531663717
JeinPoLiEnergySavingLampsBad,116.199997,0.249,18,0.643,1531663719
JeinPoLiEnergySavingLampsBad,114.5,0.255,18,0.638,1531663721
JeinPoLiEnergySavingLampsBad,115.400002,0.252,18,0.64,1531663722
JeinPoLiEnergySavingLampsBad,115.599998,0.249,18,0.648,1531663724
JeinPoLiEnergySavingLampsBad,116.300003,0.249,18,0.644,1531663726
JeinPoLiEnergySavingLampsBad,115.199997,0.249,18,0.648,1531663728
JeinPoLiEnergySavingLampsBad,115.599998,0.249,18,0.647,1531663730
JeinPoLiEnergySavingLampsBad,116.199997,0.248,18,0.644,1531663731
JeinPoLiEnergySavingLampsBad,116.199997,0.248,18,0.642,1531663733
JeinPoLiEnergySavingLampsBad,116,0.249,18,0.644,1531663735
JeinPoLiEnergySavingLampsBad,114.800003,0.251,18,0.646,1531663737
JeinPoLiEnergySavingLampsBad,115.300003,0.249,18,0.646,1531663738
JeinPoLiEnergySavingLampsBad,114.900002,0.255,18,0.631,1531663740
JeinPoLiEnergySavingLampsBad,115.300003,0.255,18,0.633,1531663742
JeinPoLiEnergySavingLampsBad,115.300003,0.248,18,0.651,1531663744
JeinPoLiEnergySavingLampsBad,114.599998,0.255,18,0.635,1531663745
JeinPoLiEnergySavingLampsBad,115.400002,0.253,18,0.636,1531663747
JeinPoLiEnergySavingLampsBad,115.699997,0.25,18,0.64,1531663749
JeinPoLiEnergySavingLampsBad,115.699997,0.252,18,0.635,1531663751
JeinPoLiEnergySavingLampsBad,115.699997,0.25,18,0.645,1531663752
JeinPoLiEnergySavingLampsBad,115.800003,0.25,18,0.643,1531663754
JeinPoLiEnergySavingLampsBad,116,0.252,18,0.634,1531663756
JeinPoLiEnergySavingLampsBad,115.400002,0.256,18,0.63,1531663758
JeinPoLiEnergySavingLampsBad,116.099998,0.253,18,0.638,1531663759
JeinPoLiEnergySavingLampsBad,115.599998,0.25,18,0.645,1531663761
JeinPoLiEnergySavingLampsBad,115.099998,0.251,18,0.645,1531663763
JeinPoLiEnergySavingLampsBad,115.099998,0.25,18,0.645,1531663765
JeinPoLiEnergySavingLampsBad,115.699997,0.249,18,0.645,1531663766
JeinPoLiEnergySavingLampsBad,116.400002,0.249,18,0.641,1531663768
JeinPoLiEnergySavingLampsBad,116.199997,0.249,18,0.643,1531663770
JeinPoLiEnergySavingLampsBad,116.099998,0.249,18,0.644,1531663771
JeinPoLiEnergySavingLampsBad,115.699997,0.248,18,0.65,1531663773
JeinPoLiEnergySavingLampsBad,115.300003,0.248,18,0.651,1531663775
JeinPoLiEnergySavingLampsBad,114.800003,0.25,18,0.649,1531663777
JeinPoLiEnergySavingLampsBad,114.099998,0.253,18,0.645,1531663779
JeinPoLiEnergySavingLampsBad,115,0.251,18,0.645,1531663780
JeinPoLiEnergySavingLampsBad,115.400002,0.249,18,0.649,1531663782
JeinPoLiEnergySavingLampsBad,114.599998,0.249,18,0.655,1531663784
JeinPoLiEnergySavingLampsBad,115.300003,0.25,18,0.647,1531663786
JeinPoLiEnergySavingLampsBad,116.400002,0.25,18,0.643,1531663787
JeinPoLiEnergySavingLampsBad,115.900002,0.248,18,0.65,1531663789
JeinPoLiEnergySavingLampsBad,115.099998,0.248,18,0.656,1531663791
JeinPoLiEnergySavingLampsBad,114.900002,0.255,18,0.639,1531663793
JeinPoLiEnergySavingLampsBad,115,0.256,18,0.637,1531663795
JeinPoLiEnergySavingLampsBad,114.599998,0.258,18,0.632,1531663796
JeinPoLiEnergySavingLampsBad,115.099998,0.257,18,0.636,1531663798
JeinPoLiEnergySavingLampsBad,115.199997,0.254,18,0.644,1531663800
JeinPoLiEnergySavingLampsBad,115.400002,0.25,18,0.648,1531663802
JeinPoLiEnergySavingLampsBad,115.300003,0.249,18,0.651,1531663803
JeinPoLiEnergySavingLampsBad,115.300003,0.251,18,0.645,1531663805
JeinPoLiEnergySavingLampsBad,115.800003,0.251,18,0.642,1531663807
JeinPoLiEnergySavingLampsBad,116.099998,0.25,18,0.646,1531663809
JeinPoLiEnergySavingLampsBad,116.199997,0.249,18,0.648,1531663810
JeinPoLiEnergySavingLampsBad,116.800003,0.248,18,0.647,1531663812
JeinPoLiEnergySavingLampsBad,116,0.252,18,0.64,1531663814
JeinPoLiEnergySavingLampsBad,115.599998,0.25,18,0.649,1531663815
JeinPoLiEnergySavingLampsBad,115.699997,0.25,18,0.649,1531663817
JeinPoLiEnergySavingLampsBad,116,0.25,18,0.647,1531663819
JeinPoLiEnergySavingLampsBad,116.199997,0.249,18,0.649,1531663821
JeinPoLiEnergySavingLampsBad,116.800003,0.249,18,0.644,1531663822
JeinPoLiEnergySavingLampsBad,116.900002,0.249,18,0.645,1531663824
JeinPoLiEnergySavingLampsBad,116.300003,0.248,18,0.648,1531663826
JeinPoLiEnergySavingLampsBad,116.300003,0.253,18,0.634,1531663828
JeinPoLiEnergySavingLampsBad,115.800003,0.255,18,0.632,1531663829
JeinPoLiEnergySavingLampsBad,115.300003,0.257,18,0.63,1531663831
JeinPoLiEnergySavingLampsBad,115.800003,0.254,18,0.637,1531663833
JeinPoLiEnergySavingLampsBad,116.800003,0.248,18,0.644,1531663835
JeinPoLiEnergySavingLampsBad,115.900002,0.249,18,0.647,1531663836
JeinPoLiEnergySavingLampsBad,115.699997,0.249,18,0.649,1531663838
JeinPoLiEnergySavingLampsBad,115.699997,0.248,18,0.651,1531663840
JeinPoLiEnergySavingLampsBad,116.5,0.249,18,0.646,1531663842
JeinPoLiEnergySavingLampsBad,115.800003,0.252,18,0.639,1531663843
JeinPoLiEnergySavingLampsBad,115.599998,0.258,18,0.625,1531663845
JeinPoLiEnergySavingLampsBad,116.599998,0.253,18,0.629,1531663847
JeinPoLiEnergySavingLampsBad,117.099998,0.247,18,0.643,1531663849
JeinPoLiEnergySavingLampsBad,115.599998,0.251,18,0.639,1531663851
JeinPoLiEnergySavingLampsBad,115.599998,0.249,18,0.647,1531663853
JeinPoLiEnergySavingLampsBad,116.300003,0.256,18,0.628,1531663855
JeinPoLiEnergySavingLampsBad,115.5,0.258,18,0.627,1531663857
JeinPoLiEnergySavingLampsBad,116,0.251,18,0.644,1531663859
JeinPoLiEnergySavingLampsBad,115.400002,0.254,18,0.639,1531663860
JeinPoLiEnergySavingLampsBad,115.599998,0.252,18,0.642,1531663862
JeinPoLiEnergySavingLampsBad,116.199997,0.251,18,0.642,1531663864
JeinPoLiEnergySavingLampsBad,115.800003,0.255,18,0.639,1531663866
JeinPoLiEnergySavingLampsBad,115.400002,0.258,18,0.634,1531663868
JeinPoLiEnergySavingLampsBad,115.400002,0.253,18,0.645,1531663869
JeinPoLiEnergySavingLampsBad,115.699997,0.25,18,0.652,1531663871
JeinPoLiEnergySavingLampsBad,116.599998,0.252,18,0.641,1531663873
JeinPoLiEnergySavingLampsBad,116.599998,0.252,18,0.64,1531663875
JeinPoLiEnergySavingLampsBad,115.800003,0.254,18,0.64,1531663877
JeinPoLiEnergySavingLampsBad,115.199997,0.255,18,0.645,1531663878
JeinPoLiEnergySavingLampsBad,115.599998,0.255,18,0.642,1531663880
JeinPoLiEnergySavingLampsBad,115.199997,0.258,18,0.637,1531663882
JeinPoLiEnergySavingLampsBad,115.199997,0.255,18,0.645,1531663884
JeinPoLiEnergySavingLampsBad,116.099998,0.254,19,0.645,1531663886
JeinPoLiEnergySavingLampsBad,116.5,0.252,19,0.648,1531663888
JeinPoLiEnergySavingLampsBad,116.199997,0.255,19,0.644,1531663889
JeinPoLiEnergySavingLampsBad,117.199997,0.255,19,0.64,1531663891
JeinPoLiEnergySavingLampsBad,116.5,0.252,19,0.65,1531663893
JeinPoLiEnergySavingLampsBad,116.300003,0.252,19,0.65,1531663895
JeinPoLiEnergySavingLampsBad,115.699997,0.255,19,0.646,1531663897
JeinPoLiEnergySavingLampsBad,115.699997,0.256,19,0.648,1531663899
JeinPoLiEnergySavingLampsBad,116.199997,0.255,19,0.648,1531663901
JeinPoLiEnergySavingLampsBad,116.400002,0.253,19,0.649,1531663903
JeinPoLiEnergySavingLampsBad,116.800003,0.254,19,0.647,1531663905
JeinPoLiEnergySavingLampsBad,116.5,0.253,19,0.649,1531663907
JeinPoLiEnergySavingLampsBad,115.400002,0.259,19,0.644,1531663909
JeinPoLiEnergySavingLampsBad,115.5,0.26,19,0.641,1531663911
JeinPoLiEnergySavingLampsBad,117,0.254,19,0.647,1531663913
JeinPoLiEnergySavingLampsBad,115.599998,0.261,19,0.636,1531663914
JeinPoLiEnergySavingLampsBad,115.5,0.263,19,0.635,1531663916
JeinPoLiEnergySavingLampsBad,116.5,0.259,19,0.64,1531663918
JeinPoLiEnergySavingLampsBad,115.900002,0.255,19,0.649,1531663920
JeinPoLiEnergySavingLampsBad,115.599998,0.258,19,0.645,1531663922
JeinPoLiEnergySavingLampsBad,115.300003,0.259,19,0.645,1531663923
JeinPoLiEnergySavingLampsBad,115.900002,0.256,19,0.65,1531663925
JeinPoLiEnergySavingLampsBad,116.300003,0.255,19,0.649,1531663927
JeinPoLiEnergySavingLampsBad,115.900002,0.255,19,0.651,1531663929
JeinPoLiEnergySavingLampsBad,115.900002,0.256,19,0.649,1531663930
JeinPoLiEnergySavingLampsBad,115.699997,0.26,19,0.643,1531663932
JeinPoLiEnergySavingLampsBad,115.800003,0.264,19,0.634,1531663934
JeinPoLiEnergySavingLampsBad,115.900002,0.258,19,0.651,1531663935
JeinPoLiEnergySavingLampsBad,115.5,0.257,19,0.655,1531663937
JeinPoLiEnergySavingLampsBad,115,0.26,19,0.651,1531663939
JeinPoLiEnergySavingLampsBad,115.699997,0.26,19,0.646,1531663941
JeinPoLiEnergySavingLampsBad,117.099998,0.256,19,0.649,1531663943
JeinPoLiEnergySavingLampsBad,116.300003,0.261,19,0.639,1531663945
JeinPoLiEnergySavingLampsBad,116,0.259,19,0.65,1531663946
JeinPoLiEnergySavingLampsBad,116,0.257,19,0.654,1531663948
JeinPoLiEnergySavingLampsBad,114.599998,0.262,19,0.648,1531663950
JeinPoLiEnergySavingLampsBad,114.900002,0.265,19,0.637,1531663952
JeinPoLiEnergySavingLampsBad,115.300003,0.261,19,0.642,1531663954
JeinPoLiEnergySavingLampsBad,115.599998,0.259,19,0.642,1531663955
JeinPoLiEnergySavingLampsBad,115.599998,0.259,19,0.642,1531663957
JeinPoLiEnergySavingLampsBad,116.300003,0.257,19,0.645,1531663959
JeinPoLiEnergySavingLampsBad,116.800003,0.255,19,0.645,1531663961
JeinPoLiEnergySavingLampsBad,116.400002,0.26,19,0.636,1531663963
JeinPoLiEnergySavingLampsBad,116.5,0.259,19,0.637,1531663965
JeinPoLiEnergySavingLampsBad,115.599998,0.258,19,0.646,1531663966
JeinPoLiEnergySavingLampsBad,115,0.26,19,0.643,1531663968
JeinPoLiEnergySavingLampsBad,115.5,0.26,19,0.64,1531663970
JeinPoLiEnergySavingLampsBad,114.900002,0.262,19,0.639,1531663972
JeinPoLiEnergySavingLampsBad,115.699997,0.256,19,0.649,1531663973
JeinPoLiEnergySavingLampsBad,115.699997,0.255,19,0.652,1531663975
JeinPoLiEnergySavingLampsBad,115.599998,0.256,19,0.652,1531663977
JeinPoLiEnergySavingLampsBad,116,0.254,19,0.653,1531663979
JeinPoLiEnergySavingLampsBad,116,0.258,19,0.642,1531663980
JeinPoLiEnergySavingLampsBad,115.099998,0.257,19,0.646,1531663982
JeinPoLiEnergySavingLampsBad,114.900002,0.258,19,0.646,1531663984
JeinPoLiEnergySavingLampsBad,115.599998,0.26,19,0.637,1531663986
JeinPoLiEnergySavingLampsBad,116,0.255,19,0.648,1531663987
JeinPoLiEnergySavingLampsBad,114.400002,0.254,19,0.661,1531663989
JeinPoLiEnergySavingLampsBad,114.800003,0.254,19,0.658,1531663991
JeinPoLiEnergySavingLampsBad,115.800003,0.254,19,0.653,1531663993
JeinPoLiEnergySavingLampsBad,115.599998,0.256,19,0.649,1531663995
JeinPoLiEnergySavingLampsBad,115.800003,0.257,19,0.644,1531663997
