JeinPoLiEnergySavingLampsBad,v_val,i_val,p_val,pf_val,date
JeinPoLiEnergySavingLampsBad,115.599998,0.255,19,0.65,1531663998
JeinPoLiEnergySavingLampsBad,115.300003,0.259,19,0.644,1531664000
JeinPoLiEnergySavingLampsBad,115.800003,0.263,19,0.632,1531664002
JeinPoLiEnergySavingLampsBad,115.599998,0.258,19,0.644,1531664004
JeinPoLiEnergySavingLampsBad,114.800003,0.258,19,0.651,1531664006
JeinPoLiEnergySavingLampsBad,115.5,0.257,19,0.651,1531664008
JeinPoLiEnergySavingLampsBad,115,0.257,19,0.652,1531664009
JeinPoLiEnergySavingLampsBad,115.699997,0.256,19,0.65,1531664011
JeinPoLiEnergySavingLampsBad,116.699997,0.255,19,0.645,1531664013
JeinPoLiEnergySavingLampsBad,116.900002,0.255,19,0.646,1531664015
JeinPoLiEnergySavingLampsBad,115.099998,0.257,19,0.652,1531664016
JeinPoLiEnergySavingLampsBad,115.5,0.258,19,0.647,1531664018
JeinPoLiEnergySavingLampsBad,116.400002,0.263,19,0.632,1531664020
JeinPoLiEnergySavingLampsBad,116.300003,0.265,19,0.627,1531664022
JeinPoLiEnergySavingLampsBad,115.5,0.261,19,0.641,1531664024
JeinPoLiEnergySavingLampsBad,115.699997,0.255,19,0.654,1531664025
JeinPoLiEnergySavingLampsBad,115.300003,0.256,19,0.655,1531664027
JeinPoLiEnergySavingLampsBad,115.199997,0.256,19,0.653,1531664029
JeinPoLiEnergySavingLampsBad,116.199997,0.257,19,0.645,1531664031
JeinPoLiEnergySavingLampsBad,115.400002,0.259,19,0.644,1531664033
JeinPoLiEnergySavingLampsBad,115.400002,0.261,19,0.638,1531664034
JeinPoLiEnergySavingLampsBad,115.800003,0.262,19,0.634,1531664036
JeinPoLiEnergySavingLampsBad,116.099998,0.259,19,0.639,1531664038
JeinPoLiEnergySavingLampsBad,116.300003,0.255,19,0.646,1531664040
JeinPoLiEnergySavingLampsBad,116.199997,0.259,19,0.639,1531664041
JeinPoLiEnergySavingLampsBad,115.699997,0.257,19,0.646,1531664043
JeinPoLiEnergySavingLampsBad,115.099998,0.258,19,0.647,1531664045
JeinPoLiEnergySavingLampsBad,115.5,0.259,19,0.643,1531664047
JeinPoLiEnergySavingLampsBad,115.300003,0.256,19,0.652,1531664048
JeinPoLiEnergySavingLampsBad,116.199997,0.256,19,0.648,1531664050
JeinPoLiEnergySavingLampsBad,116.800003,0.26,19,0.635,1531664052
JeinPoLiEnergySavingLampsBad,115.699997,0.265,19,0.627,1531664054
JeinPoLiEnergySavingLampsBad,115.900002,0.261,19,0.638,1531664056
JeinPoLiEnergySavingLampsBad,115.5,0.26,19,0.643,1531664057
JeinPoLiEnergySavingLampsBad,115.5,0.259,19,0.645,1531664059
JeinPoLiEnergySavingLampsBad,115.300003,0.261,19,0.641,1531664061
JeinPoLiEnergySavingLampsBad,115.800003,0.262,19,0.636,1531664063
JeinPoLiEnergySavingLampsBad,115.699997,0.26,19,0.642,1531664065
JeinPoLiEnergySavingLampsBad,114.699997,0.26,19,0.646,1531664066
JeinPoLiEnergySavingLampsBad,114.900002,0.264,19,0.634,1531664068
JeinPoLiEnergySavingLampsBad,115,0.261,19,0.641,1531664070
JeinPoLiEnergySavingLampsBad,114.800003,0.258,19,0.649,1531664072
JeinPoLiEnergySavingLampsBad,114.599998,0.263,19,0.64,1531664073
JeinPoLiEnergySavingLampsBad,115.699997,0.262,19,0.636,1531664075
JeinPoLiEnergySavingLampsBad,116.599998,0.258,19,0.639,1531664077
JeinPoLiEnergySavingLampsBad,115.900002,0.257,19,0.643,1531664079
JeinPoLiEnergySavingLampsBad,115.5,0.262,19,0.637,1531664081
JeinPoLiEnergySavingLampsBad,115.900002,0.258,19,0.643,1531664082
JeinPoLiEnergySavingLampsBad,115.199997,0.258,19,0.645,1531664084
JeinPoLiEnergySavingLampsBad,114.900002,0.258,19,0.646,1531664086
JeinPoLiEnergySavingLampsBad,115.599998,0.254,19,0.652,1531664088
JeinPoLiEnergySavingLampsBad,116.099998,0.256,19,0.644,1531664090
JeinPoLiEnergySavingLampsBad,116.199997,0.256,19,0.645,1531664091
JeinPoLiEnergySavingLampsBad,116.699997,0.253,19,0.648,1531664093
JeinPoLiEnergySavingLampsBad,116.699997,0.253,19,0.645,1531664095
JeinPoLiEnergySavingLampsBad,116.300003,0.255,19,0.646,1531664096
JeinPoLiEnergySavingLampsBad,116.699997,0.258,19,0.634,1531664098
JeinPoLiEnergySavingLampsBad,115.900002,0.258,19,0.636,1531664100
JeinPoLiEnergySavingLampsBad,115.699997,0.253,19,0.651,1531664102
JeinPoLiEnergySavingLampsBad,115.800003,0.254,19,0.645,1531664104
JeinPoLiEnergySavingLampsBad,115.400002,0.259,19,0.635,1531664105
JeinPoLiEnergySavingLampsBad,115.599998,0.258,19,0.637,1531664107
JeinPoLiEnergySavingLampsBad,115.599998,0.254,18,0.645,1531664109
JeinPoLiEnergySavingLampsBad,116.099998,0.256,18,0.638,1531664111
JeinPoLiEnergySavingLampsBad,115.599998,0.259,19,0.636,1531664113
JeinPoLiEnergySavingLampsBad,116.099998,0.256,19,0.642,1531664115
JeinPoLiEnergySavingLampsBad,115.699997,0.254,19,0.647,1531664116
JeinPoLiEnergySavingLampsBad,115.5,0.256,18,0.641,1531664118
JeinPoLiEnergySavingLampsBad,115.300003,0.256,18,0.641,1531664120
JeinPoLiEnergySavingLampsBad,115.699997,0.254,18,0.644,1531664122
JeinPoLiEnergySavingLampsBad,115.400002,0.256,18,0.642,1531664123
JeinPoLiEnergySavingLampsBad,115.300003,0.259,18,0.634,1531664125
JeinPoLiEnergySavingLampsBad,114.800003,0.262,18,0.63,1531664127
JeinPoLiEnergySavingLampsBad,115.599998,0.255,18,0.643,1531664129
JeinPoLiEnergySavingLampsBad,115.300003,0.255,18,0.644,1531664130
JeinPoLiEnergySavingLampsBad,116.599998,0.25,18,0.647,1531664132
JeinPoLiEnergySavingLampsBad,117.199997,0.25,18,0.644,1531664134
JeinPoLiEnergySavingLampsBad,116.300003,0.255,18,0.64,1531664136
JeinPoLiEnergySavingLampsBad,116.199997,0.253,18,0.644,1531664138
JeinPoLiEnergySavingLampsBad,116.099998,0.251,18,0.647,1531664140
JeinPoLiEnergySavingLampsBad,115.800003,0.251,18,0.647,1531664141
JeinPoLiEnergySavingLampsBad,115.800003,0.251,18,0.645,1531664143
JeinPoLiEnergySavingLampsBad,116.300003,0.253,18,0.639,1531664145
JeinPoLiEnergySavingLampsBad,115.300003,0.252,18,0.65,1531664146
JeinPoLiEnergySavingLampsBad,115.400002,0.251,18,0.65,1531664148
JeinPoLiEnergySavingLampsBad,115.699997,0.252,18,0.644,1531664150
JeinPoLiEnergySavingLampsBad,116.5,0.252,18,0.642,1531664152
JeinPoLiEnergySavingLampsBad,116.900002,0.25,18,0.644,1531664154
JeinPoLiEnergySavingLampsBad,115.5,0.253,18,0.645,1531664155
JeinPoLiEnergySavingLampsBad,115.400002,0.257,18,0.636,1531664157
JeinPoLiEnergySavingLampsBad,115.800003,0.255,18,0.639,1531664159
JeinPoLiEnergySavingLampsBad,116.5,0.25,18,0.644,1531664161
JeinPoLiEnergySavingLampsBad,115.900002,0.257,18,0.632,1531664162
JeinPoLiEnergySavingLampsBad,114.199997,0.258,18,0.641,1531664164
JeinPoLiEnergySavingLampsBad,116,0.254,18,0.643,1531664166
JeinPoLiEnergySavingLampsBad,117.099998,0.25,18,0.648,1531664168
JeinPoLiEnergySavingLampsBad,116,0.257,18,0.635,1531664170
JeinPoLiEnergySavingLampsBad,114.900002,0.256,18,0.639,1531664172
JeinPoLiEnergySavingLampsBad,115.300003,0.254,18,0.643,1531664173
JeinPoLiEnergySavingLampsBad,116.699997,0.253,18,0.641,1531664175
JeinPoLiEnergySavingLampsBad,115.800003,0.253,18,0.643,1531664177
JeinPoLiEnergySavingLampsBad,115.099998,0.254,18,0.647,1531664179
JeinPoLiEnergySavingLampsBad,115.599998,0.254,18,0.641,1531664181
JeinPoLiEnergySavingLampsBad,114.5,0.255,18,0.643,1531664183
JeinPoLiEnergySavingLampsBad,116.099998,0.251,18,0.646,1531664185
JeinPoLiEnergySavingLampsBad,115.800003,0.256,18,0.634,1531664187
JeinPoLiEnergySavingLampsBad,115.699997,0.256,18,0.635,1531664188
JeinPoLiEnergySavingLampsBad,116.300003,0.259,18,0.626,1531664190
JeinPoLiEnergySavingLampsBad,116.300003,0.254,18,0.64,1531664192
JeinPoLiEnergySavingLampsBad,116.900002,0.249,18,0.649,1531664194
JeinPoLiEnergySavingLampsBad,116.099998,0.25,18,0.651,1531664196
JeinPoLiEnergySavingLampsBad,115.5,0.251,18,0.651,1531664197
JeinPoLiEnergySavingLampsBad,116.099998,0.252,18,0.647,1531664199
JeinPoLiEnergySavingLampsBad,117,0.25,18,0.644,1531664201
JeinPoLiEnergySavingLampsBad,116.400002,0.253,18,0.638,1531664203
JeinPoLiEnergySavingLampsBad,115.900002,0.254,18,0.638,1531664204
JeinPoLiEnergySavingLampsBad,115.099998,0.255,18,0.641,1531664206
JeinPoLiEnergySavingLampsBad,116.599998,0.253,18,0.638,1531664208
JeinPoLiEnergySavingLampsBad,116.599998,0.253,18,0.64,1531664210
JeinPoLiEnergySavingLampsBad,115.599998,0.25,18,0.65,1531664212
JeinPoLiEnergySavingLampsBad,115.599998,0.257,18,0.634,1531664213
JeinPoLiEnergySavingLampsBad,115.900002,0.257,18,0.63,1531664215
JeinPoLiEnergySavingLampsBad,116.699997,0.25,18,0.643,1531664217
JeinPoLiEnergySavingLampsBad,116.599998,0.25,18,0.641,1531664219
JeinPoLiEnergySavingLampsBad,116.300003,0.251,18,0.644,1531664221
JeinPoLiEnergySavingLampsBad,116.400002,0.253,18,0.639,1531664223
JeinPoLiEnergySavingLampsBad,115.599998,0.257,18,0.635,1531664225
JeinPoLiEnergySavingLampsBad,115.099998,0.255,18,0.642,1531664226
JeinPoLiEnergySavingLampsBad,115.199997,0.251,18,0.652,1531664228
JeinPoLiEnergySavingLampsBad,114.800003,0.253,18,0.645,1531664230
JeinPoLiEnergySavingLampsBad,115.099998,0.257,18,0.636,1531664232
JeinPoLiEnergySavingLampsBad,116.199997,0.25,18,0.65,1531664234
JeinPoLiEnergySavingLampsBad,114.900002,0.253,18,0.65,1531664235
JeinPoLiEnergySavingLampsBad,115.699997,0.25,18,0.649,1531664237
JeinPoLiEnergySavingLampsBad,116.199997,0.25,18,0.645,1531664239
JeinPoLiEnergySavingLampsBad,115.300003,0.254,18,0.641,1531664241
JeinPoLiEnergySavingLampsBad,115.300003,0.254,18,0.643,1531664242
JeinPoLiEnergySavingLampsBad,116.300003,0.25,18,0.645,1531664244
JeinPoLiEnergySavingLampsBad,115.900002,0.253,18,0.639,1531664246
JeinPoLiEnergySavingLampsBad,114.800003,0.254,18,0.645,1531664248
JeinPoLiEnergySavingLampsBad,115.699997,0.254,18,0.645,1531664250
JeinPoLiEnergySavingLampsBad,115.300003,0.255,18,0.644,1531664251
JeinPoLiEnergySavingLampsBad,114.300003,0.257,18,0.643,1531664253
JeinPoLiEnergySavingLampsBad,116.099998,0.253,18,0.643,1531664255
JeinPoLiEnergySavingLampsBad,116.199997,0.25,18,0.647,1531664256
JeinPoLiEnergySavingLampsBad,115.599998,0.253,18,0.644,1531664258
JeinPoLiEnergySavingLampsBad,116.300003,0.254,18,0.64,1531664260
JeinPoLiEnergySavingLampsBad,115.900002,0.257,18,0.631,1531664262
JeinPoLiEnergySavingLampsBad,115.199997,0.253,18,0.645,1531664264
JeinPoLiEnergySavingLampsBad,115.800003,0.251,18,0.647,1531664266
JeinPoLiEnergySavingLampsBad,115.400002,0.254,18,0.643,1531664268
JeinPoLiEnergySavingLampsBad,114.699997,0.253,18,0.65,1531664269
JeinPoLiEnergySavingLampsBad,115.800003,0.255,18,0.639,1531664271
JeinPoLiEnergySavingLampsBad,116,0.258,18,0.632,1531664273
JeinPoLiEnergySavingLampsBad,115.5,0.255,18,0.64,1531664275
JeinPoLiEnergySavingLampsBad,115.300003,0.25,18,0.653,1531664276
JeinPoLiEnergySavingLampsBad,115.300003,0.249,18,0.656,1531664278
JeinPoLiEnergySavingLampsBad,115.900002,0.254,18,0.641,1531664280
JeinPoLiEnergySavingLampsBad,116.400002,0.254,18,0.636,1531664282
JeinPoLiEnergySavingLampsBad,116.300003,0.253,18,0.64,1531664284
JeinPoLiEnergySavingLampsBad,116.300003,0.254,18,0.64,1531664286
JeinPoLiEnergySavingLampsBad,116.800003,0.251,18,0.644,1531664288
JeinPoLiEnergySavingLampsBad,117,0.25,18,0.643,1531664289
JeinPoLiEnergySavingLampsBad,115.599998,0.258,18,0.635,1531664291
JeinPoLiEnergySavingLampsBad,115,0.255,18,0.646,1531664293
JeinPoLiEnergySavingLampsBad,115,0.251,18,0.656,1531664295
JeinPoLiEnergySavingLampsBad,115.300003,0.251,18,0.655,1531664297
JeinPoLiEnergySavingLampsBad,116.5,0.25,19,0.651,1531664298
JeinPoLiEnergySavingLampsBad,117,0.25,19,0.648,1531664300
JeinPoLiEnergySavingLampsBad,116.5,0.25,19,0.65,1531664302
JeinPoLiEnergySavingLampsBad,115.800003,0.255,19,0.644,1531664304
JeinPoLiEnergySavingLampsBad,116.199997,0.253,19,0.648,1531664306
JeinPoLiEnergySavingLampsBad,116.300003,0.253,19,0.649,1531664307
JeinPoLiEnergySavingLampsBad,115.5,0.253,19,0.653,1531664309
JeinPoLiEnergySavingLampsBad,115.699997,0.252,19,0.654,1531664311
JeinPoLiEnergySavingLampsBad,116.199997,0.251,19,0.655,1531664313
JeinPoLiEnergySavingLampsBad,115.699997,0.256,19,0.643,1531664315
JeinPoLiEnergySavingLampsBad,115.699997,0.254,19,0.652,1531664317
JeinPoLiEnergySavingLampsBad,115.300003,0.257,19,0.645,1531664318
JeinPoLiEnergySavingLampsBad,115,0.257,19,0.645,1531664320
JeinPoLiEnergySavingLampsBad,115.099998,0.255,19,0.648,1531664322
JeinPoLiEnergySavingLampsBad,115.599998,0.252,19,0.653,1531664324
JeinPoLiEnergySavingLampsBad,116.099998,0.253,19,0.647,1531664325
JeinPoLiEnergySavingLampsBad,115.5,0.256,19,0.646,1531664327
JeinPoLiEnergySavingLampsBad,115.5,0.256,19,0.643,1531664329
JeinPoLiEnergySavingLampsBad,115.900002,0.253,19,0.648,1531664331
JeinPoLiEnergySavingLampsBad,116.300003,0.251,19,0.651,1531664333
JeinPoLiEnergySavingLampsBad,116.599998,0.251,19,0.65,1531664335
JeinPoLiEnergySavingLampsBad,115.699997,0.252,18,0.648,1531664336
JeinPoLiEnergySavingLampsBad,115.800003,0.252,18,0.65,1531664338
JeinPoLiEnergySavingLampsBad,116,0.256,19,0.642,1531664340
JeinPoLiEnergySavingLampsBad,115.199997,0.257,19,0.645,1531664342
JeinPoLiEnergySavingLampsBad,115.900002,0.252,19,0.65,1531664344
JeinPoLiEnergySavingLampsBad,115.800003,0.255,19,0.648,1531664346
JeinPoLiEnergySavingLampsBad,116,0.253,19,0.653,1531664347
JeinPoLiEnergySavingLampsBad,116.099998,0.254,19,0.649,1531664349
JeinPoLiEnergySavingLampsBad,116.099998,0.254,19,0.647,1531664351
JeinPoLiEnergySavingLampsBad,115.5,0.254,19,0.655,1531664353
JeinPoLiEnergySavingLampsBad,116.099998,0.253,19,0.651,1531664354
JeinPoLiEnergySavingLampsBad,115.5,0.253,19,0.656,1531664356
JeinPoLiEnergySavingLampsBad,115.599998,0.254,19,0.655,1531664358
JeinPoLiEnergySavingLampsBad,115.599998,0.26,19,0.638,1531664360
JeinPoLiEnergySavingLampsBad,116.599998,0.257,19,0.641,1531664361
JeinPoLiEnergySavingLampsBad,116.900002,0.253,19,0.649,1531664363
JeinPoLiEnergySavingLampsBad,116.099998,0.253,19,0.652,1531664365
JeinPoLiEnergySavingLampsBad,115.699997,0.253,19,0.653,1531664367
JeinPoLiEnergySavingLampsBad,115.5,0.258,19,0.642,1531664368
JeinPoLiEnergySavingLampsBad,116.199997,0.257,19,0.644,1531664370
JeinPoLiEnergySavingLampsBad,115.599998,0.255,19,0.652,1531664372
JeinPoLiEnergySavingLampsBad,115.099998,0.259,19,0.645,1531664374
JeinPoLiEnergySavingLampsBad,116.300003,0.253,19,0.653,1531664376
JeinPoLiEnergySavingLampsBad,115.800003,0.258,19,0.646,1531664377
JeinPoLiEnergySavingLampsBad,115.199997,0.261,19,0.644,1531664379
JeinPoLiEnergySavingLampsBad,115.099998,0.262,19,0.645,1531664381
JeinPoLiEnergySavingLampsBad,115.400002,0.262,19,0.642,1531664383
JeinPoLiEnergySavingLampsBad,116,0.263,19,0.636,1531664385
JeinPoLiEnergySavingLampsBad,116.099998,0.265,19,0.631,1531664386
JeinPoLiEnergySavingLampsBad,117,0.26,19,0.639,1531664388
JeinPoLiEnergySavingLampsBad,115.5,0.258,19,0.652,1531664390
JeinPoLiEnergySavingLampsBad,116.199997,0.258,19,0.65,1531664392
JeinPoLiEnergySavingLampsBad,116.400002,0.261,19,0.641,1531664394
JeinPoLiEnergySavingLampsBad,116.5,0.261,19,0.641,1531664396
JeinPoLiEnergySavingLampsBad,116.099998,0.262,19,0.64,1531664398
JeinPoLiEnergySavingLampsBad,115.300003,0.265,19,0.637,1531664399
JeinPoLiEnergySavingLampsBad,116.300003,0.257,19,0.649,1531664401
JeinPoLiEnergySavingLampsBad,116.300003,0.259,19,0.645,1531664403
JeinPoLiEnergySavingLampsBad,116.099998,0.26,19,0.647,1531664405
JeinPoLiEnergySavingLampsBad,115.900002,0.262,19,0.641,1531664407
JeinPoLiEnergySavingLampsBad,116.099998,0.26,19,0.642,1531664408
JeinPoLiEnergySavingLampsBad,116,0.263,19,0.636,1531664410
JeinPoLiEnergySavingLampsBad,116.099998,0.259,19,0.646,1531664412
JeinPoLiEnergySavingLampsBad,115.599998,0.26,19,0.647,1531664414
JeinPoLiEnergySavingLampsBad,116.599998,0.255,19,0.652,1531664416
JeinPoLiEnergySavingLampsBad,115.599998,0.257,19,0.654,1531664417
JeinPoLiEnergySavingLampsBad,115.400002,0.258,19,0.654,1531664419
JeinPoLiEnergySavingLampsBad,115,0.26,19,0.653,1531664421
JeinPoLiEnergySavingLampsBad,116.300003,0.256,19,0.656,1531664422
JeinPoLiEnergySavingLampsBad,116.199997,0.258,19,0.65,1531664424
JeinPoLiEnergySavingLampsBad,115.199997,0.259,19,0.654,1531664426
JeinPoLiEnergySavingLampsBad,114.900002,0.26,19,0.652,1531664428
JeinPoLiEnergySavingLampsBad,115.599998,0.26,19,0.651,1531664430
JeinPoLiEnergySavingLampsBad,116.099998,0.257,19,0.654,1531664431
JeinPoLiEnergySavingLampsBad,116.300003,0.259,19,0.647,1531664433
JeinPoLiEnergySavingLampsBad,116.599998,0.261,19,0.639,1531664435
JeinPoLiEnergySavingLampsBad,115.800003,0.265,19,0.636,1531664437
JeinPoLiEnergySavingLampsBad,116.099998,0.27,19,0.625,1531664439
JeinPoLiEnergySavingLampsBad,116.800003,0.261,19,0.64,1531664441
JeinPoLiEnergySavingLampsBad,115.699997,0.263,19,0.643,1531664443
JeinPoLiEnergySavingLampsBad,115.5,0.261,19,0.647,1531664445
JeinPoLiEnergySavingLampsBad,116,0.257,19,0.652,1531664446
JeinPoLiEnergySavingLampsBad,115.900002,0.26,19,0.647,1531664448
JeinPoLiEnergySavingLampsBad,116.599998,0.259,19,0.644,1531664450
JeinPoLiEnergySavingLampsBad,117.400002,0.256,19,0.646,1531664452
JeinPoLiEnergySavingLampsBad,116.300003,0.265,19,0.63,1531664454
JeinPoLiEnergySavingLampsBad,116.099998,0.265,19,0.634,1531664456
JeinPoLiEnergySavingLampsBad,115.400002,0.261,19,0.641,1531664457
JeinPoLiEnergySavingLampsBad,115.300003,0.258,19,0.648,1531664459
JeinPoLiEnergySavingLampsBad,115.400002,0.259,19,0.647,1531664461
JeinPoLiEnergySavingLampsBad,115.599998,0.261,19,0.64,1531664462
JeinPoLiEnergySavingLampsBad,116.099998,0.257,19,0.648,1531664464
JeinPoLiEnergySavingLampsBad,116.5,0.256,19,0.649,1531664466
JeinPoLiEnergySavingLampsBad,116.400002,0.26,19,0.638,1531664468
JeinPoLiEnergySavingLampsBad,116,0.258,19,0.643,1531664469
JeinPoLiEnergySavingLampsBad,115.300003,0.26,19,0.643,1531664471
JeinPoLiEnergySavingLampsBad,116,0.261,19,0.639,1531664473
JeinPoLiEnergySavingLampsBad,116.400002,0.259,19,0.641,1531664475
JeinPoLiEnergySavingLampsBad,115.800003,0.26,19,0.641,1531664477
JeinPoLiEnergySavingLampsBad,115.599998,0.258,19,0.647,1531664478
JeinPoLiEnergySavingLampsBad,115.900002,0.259,19,0.643,1531664480
JeinPoLiEnergySavingLampsBad,115.099998,0.263,19,0.636,1531664482
JeinPoLiEnergySavingLampsBad,115.5,0.261,19,0.639,1531664484
JeinPoLiEnergySavingLampsBad,116.199997,0.256,19,0.647,1531664485
JeinPoLiEnergySavingLampsBad,116,0.258,19,0.644,1531664487
JeinPoLiEnergySavingLampsBad,116.800003,0.257,19,0.642,1531664489
JeinPoLiEnergySavingLampsBad,116.900002,0.257,19,0.64,1531664491
JeinPoLiEnergySavingLampsBad,115.800003,0.256,19,0.648,1531664493
JeinPoLiEnergySavingLampsBad,116.099998,0.254,19,0.65,1531664494
JeinPoLiEnergySavingLampsBad,116.800003,0.254,19,0.649,1531664496
JeinPoLiEnergySavingLampsBad,115.699997,0.261,19,0.636,1531664498
JeinPoLiEnergySavingLampsBad,114.900002,0.261,19,0.641,1531664500
JeinPoLiEnergySavingLampsBad,115.300003,0.257,19,0.648,1531664502
JeinPoLiEnergySavingLampsBad,116.5,0.254,19,0.651,1531664504
JeinPoLiEnergySavingLampsBad,116.300003,0.258,19,0.641,1531664505
JeinPoLiEnergySavingLampsBad,116.400002,0.254,19,0.651,1531664507
JeinPoLiEnergySavingLampsBad,116.099998,0.262,19,0.633,1531664509
JeinPoLiEnergySavingLampsBad,115.599998,0.261,19,0.637,1531664511
JeinPoLiEnergySavingLampsBad,116.099998,0.252,19,0.654,1531664513
JeinPoLiEnergySavingLampsBad,116.900002,0.253,19,0.648,1531664514
JeinPoLiEnergySavingLampsBad,117,0.253,19,0.648,1531664516
JeinPoLiEnergySavingLampsBad,115.800003,0.257,19,0.643,1531664518
JeinPoLiEnergySavingLampsBad,115.599998,0.256,19,0.647,1531664520
JeinPoLiEnergySavingLampsBad,115.699997,0.259,19,0.64,1531664521
JeinPoLiEnergySavingLampsBad,116.099998,0.26,19,0.634,1531664523
JeinPoLiEnergySavingLampsBad,116,0.257,19,0.642,1531664525
JeinPoLiEnergySavingLampsBad,115.800003,0.255,19,0.646,1531664526
JeinPoLiEnergySavingLampsBad,116.199997,0.255,19,0.644,1531664528
JeinPoLiEnergySavingLampsBad,115.300003,0.257,19,0.641,1531664530
JeinPoLiEnergySavingLampsBad,114.900002,0.257,19,0.644,1531664532
JeinPoLiEnergySavingLampsBad,115.5,0.255,19,0.648,1531664534
JeinPoLiEnergySavingLampsBad,115.5,0.253,19,0.653,1531664535
JeinPoLiEnergySavingLampsBad,115.400002,0.256,19,0.644,1531664537
JeinPoLiEnergySavingLampsBad,116,0.256,19,0.642,1531664539
JeinPoLiEnergySavingLampsBad,116.699997,0.253,19,0.644,1531664541
JeinPoLiEnergySavingLampsBad,115.900002,0.254,18,0.643,1531664543
JeinPoLiEnergySavingLampsBad,116.099998,0.255,18,0.638,1531664545
JeinPoLiEnergySavingLampsBad,115.400002,0.259,18,0.631,1531664546
JeinPoLiEnergySavingLampsBad,115.199997,0.259,18,0.634,1531664548
JeinPoLiEnergySavingLampsBad,115.400002,0.255,18,0.641,1531664550
JeinPoLiEnergySavingLampsBad,115,0.252,18,0.651,1531664551
JeinPoLiEnergySavingLampsBad,114.900002,0.257,18,0.639,1531664553
JeinPoLiEnergySavingLampsBad,115.599998,0.254,18,0.646,1531664555
JeinPoLiEnergySavingLampsBad,115.699997,0.252,19,0.65,1531664557
JeinPoLiEnergySavingLampsBad,115.900002,0.253,18,0.644,1531664559
JeinPoLiEnergySavingLampsBad,116,0.256,18,0.636,1531664560
JeinPoLiEnergySavingLampsBad,115.199997,0.252,18,0.647,1531664562
JeinPoLiEnergySavingLampsBad,114.800003,0.256,18,0.641,1531664564
JeinPoLiEnergySavingLampsBad,115.300003,0.255,18,0.642,1531664566
JeinPoLiEnergySavingLampsBad,115.900002,0.251,18,0.649,1531664568
JeinPoLiEnergySavingLampsBad,115.400002,0.252,18,0.651,1531664570
JeinPoLiEnergySavingLampsBad,116.199997,0.252,18,0.648,1531664571
JeinPoLiEnergySavingLampsBad,116.099998,0.251,18,0.65,1531664573
JeinPoLiEnergySavingLampsBad,115.400002,0.252,19,0.652,1531664575
JeinPoLiEnergySavingLampsBad,115.800003,0.256,18,0.64,1531664577
JeinPoLiEnergySavingLampsBad,115.400002,0.253,18,0.647,1531664578
JeinPoLiEnergySavingLampsBad,115.900002,0.253,18,0.647,1531664580
JeinPoLiEnergySavingLampsBad,115.300003,0.257,18,0.639,1531664582
JeinPoLiEnergySavingLampsBad,116.199997,0.255,18,0.638,1531664584
JeinPoLiEnergySavingLampsBad,116.300003,0.25,18,0.649,1531664585
JeinPoLiEnergySavingLampsBad,116.199997,0.251,18,0.65,1531664587
JeinPoLiEnergySavingLampsBad,115.800003,0.255,18,0.642,1531664589
JeinPoLiEnergySavingLampsBad,116.099998,0.256,19,0.642,1531664591
JeinPoLiEnergySavingLampsBad,115.099998,0.254,18,0.649,1531664593
JeinPoLiEnergySavingLampsBad,115.5,0.257,19,0.642,1531664594
JeinPoLiEnergySavingLampsBad,116.300003,0.253,19,0.647,1531664596
JeinPoLiEnergySavingLampsBad,116.199997,0.254,18,0.641,1531664598
JeinPoLiEnergySavingLampsBad,115.900002,0.251,18,0.65,1531664600
JeinPoLiEnergySavingLampsBad,116,0.251,18,0.647,1531664601
JeinPoLiEnergySavingLampsBad,116.199997,0.251,18,0.647,1531664603
JeinPoLiEnergySavingLampsBad,116,0.25,18,0.653,1531664605
JeinPoLiEnergySavingLampsBad,116.199997,0.251,19,0.651,1531664607
JeinPoLiEnergySavingLampsBad,115.199997,0.256,18,0.642,1531664609
JeinPoLiEnergySavingLampsBad,115.400002,0.259,18,0.635,1531664611
JeinPoLiEnergySavingLampsBad,115.199997,0.259,18,0.634,1531664612
JeinPoLiEnergySavingLampsBad,114.400002,0.261,18,0.632,1531664614
JeinPoLiEnergySavingLampsBad,115.099998,0.261,18,0.63,1531664616
JeinPoLiEnergySavingLampsBad,116.199997,0.256,18,0.637,1531664618
JeinPoLiEnergySavingLampsBad,116.400002,0.252,18,0.644,1531664620
JeinPoLiEnergySavingLampsBad,115.800003,0.252,19,0.65,1531664622
JeinPoLiEnergySavingLampsBad,115,0.256,19,0.645,1531664623
JeinPoLiEnergySavingLampsBad,114.400002,0.259,18,0.639,1531664625
JeinPoLiEnergySavingLampsBad,114.300003,0.262,18,0.629,1531664627
JeinPoLiEnergySavingLampsBad,114.699997,0.256,18,0.643,1531664629
JeinPoLiEnergySavingLampsBad,114.5,0.255,18,0.648,1531664630
JeinPoLiEnergySavingLampsBad,115,0.258,19,0.638,1531664632
JeinPoLiEnergySavingLampsBad,114.900002,0.26,19,0.635,1531664634
JeinPoLiEnergySavingLampsBad,115.5,0.255,18,0.644,1531664636
JeinPoLiEnergySavingLampsBad,115.599998,0.255,18,0.644,1531664637
JeinPoLiEnergySavingLampsBad,116,0.252,19,0.65,1531664639
JeinPoLiEnergySavingLampsBad,116.300003,0.252,19,0.649,1531664641
JeinPoLiEnergySavingLampsBad,116.199997,0.256,19,0.64,1531664643
JeinPoLiEnergySavingLampsBad,116.599998,0.256,19,0.637,1531664644
