1,3.914,0.995
1,3.936,0.993
1,3.942,0.999
1,3.923,1
1,3.909,0.997
1,3.909,0.997
1,3.948,0.997
1,3.951,0.996
1,3.931,1
1,3.907,0.995
1,3.914,0.994
1,3.935,0.999
1,3.952,0.996
1,3.95,0.997
1,3.937,1
1,3.916,1
1,3.911,0.997
1,3.937,0.989
1,3.947,0.988
1,3.955,0.993
1,3.958,0.995
1,3.967,1
1,3.964,1
1,3.966,1
1,3.962,1
1,3.943,1
1,3.939,0.999
1,3.911,0.998
1,3.915,0.997
1,3.937,0.995
1,3.954,0.992
1,3.955,0.998
1,3.945,1
1,3.925,1
1,3.906,1
1,3.936,1
1,3.954,0.998
1,3.914,1
1,3.927,0.998
1,3.95,1
1,3.961,1
1,3.946,0.996
1,3.927,0.993
1,3.946,0.989
1,3.956,0.988
1,3.952,0.988
1,3.934,0.993
1,3.934,0.999
1,3.919,1
1,3.911,1
1,3.924,1
1,3.95,0.996
1,3.97,0.992
1,3.919,0.999
1,3.888,1
1,3.928,0.998
1,3.957,0.995
1,3.936,1
1,3.919,1
1,3.933,0.997
1,3.934,0.993
1,3.947,0.992
1,3.949,0.994
1,3.947,0.998
1,3.922,1
1,3.919,1
1,3.927,0.992
1,3.905,0.996
1,3.909,0.999
1,3.912,1
1,3.892,1
1,3.927,0.993
1,3.95,0.991
1,3.953,0.991
1,3.952,0.995
1,3.919,1
1,3.889,1
1,3.892,0.996
1,3.946,0.99
1,3.97,0.99
1,3.976,0.993
1,3.97,0.999
1,3.952,0.999
1,3.95,1
1,3.946,1
1,3.959,0.995
1,3.965,0.994
1,3.976,0.993
1,3.947,0.997
1,3.927,0.992
1,3.931,0.99
1,3.923,0.993
1,3.906,0.998
1,3.902,0.997
1,3.904,0.994
1,3.924,0.992
1,3.946,0.991
1,3.918,0.993
1,3.929,0.991
1,3.96,0.996
1,3.969,1
1,3.95,0.997
1,3.925,0.997
1,3.913,0.997
1,3.923,0.992
1,3.953,0.991
1,3.968,0.996
1,3.949,0.999
1,3.951,0.997
1,3.935,0.996
1,3.923,0.995
1,3.948,0.997
1,3.946,0.997
1,3.964,0.999
1,3.978,0.994
1,3.971,0.991
1,3.963,0.993
1,3.939,0.989
1,3.918,0.997
1,3.945,1
1,3.93,1
1,3.903,1
1,3.921,1
1,3.931,0.998
1,3.935,0.995
1,3.948,1
1,3.97,0.995
1,3.947,0.989
1,3.92,0.994
1,3.917,1
1,3.949,1
1,3.937,1
1,3.946,1
1,3.945,1
1,3.919,1
1,3.924,1
1,3.914,1
1,3.923,0.995
1,3.942,0.993
1,3.936,0.999
1,3.948,0.996
1,3.94,0.995
1,3.913,0.998
1,3.918,0.996
1,3.932,0.998
1,3.918,1
1,3.915,1
1,3.925,0.994
1,3.933,0.998
1,3.919,1
1,3.932,0.995
1,3.951,0.994
1,3.956,0.999
1,3.941,1
1,3.938,0.999
1,3.941,0.999
1,3.957,0.996
1,3.962,1
1,3.95,1
1,3.946,1
1,3.938,1
1,3.921,1
1,3.922,0.999
1,3.94,1
1,3.961,1
1,3.974,1
1,3.975,0.993
1,3.951,0.993
1,3.924,1
1,3.946,0.996
1,3.967,0.991
1,3.923,0.995
1,3.93,0.997
1,3.979,0.993
1,3.913,0.995
1,3.894,1
1,3.94,1
1,3.96,0.995
1,3.952,0.988
1,3.93,0.99
1,3.934,0.994
1,3.936,0.996
1,3.926,0.999
1,3.935,0.991
1,3.943,0.992
1,3.958,0.998
1,3.961,0.998
1,3.934,0.998
1,3.913,0.996
1,3.933,0.992
1,3.946,0.995
1,3.964,1
1,3.946,1
1,3.956,0.991
1,3.973,0.994
1,3.939,1
1,3.926,1
1,3.964,0.989
1,3.977,0.992
1,3.937,0.999
2,7.955,0.987
2,8.151,0.967
2,8.046,0.986
2,8.036,0.991
2,8.041,0.983
2,7.878,0.999
2,8.187,0.961
2,8.162,0.961
2,7.981,0.976
2,7.857,1
2,7.75,1
2,7.838,1
2,8.053,0.968
2,8.196,0.958
2,8.345,0.948
2,8.479,0.934
2,8.471,0.937
2,8.457,0.936
2,8.374,0.942
2,8.136,0.964
2,8.09,0.97
2,8.434,0.938
2,8.086,0.97
2,8.188,0.959
2,8.169,0.958
2,8.154,0.959
2,8.311,0.946
2,8.328,0.944
2,8.175,0.955
2,8.3,0.943
2,8.33,0.939
2,8.439,0.936
2,8.438,0.933
2,8.452,0.934
2,8.474,0.929
2,8.24,0.962
2,8.249,0.961
2,8.306,0.944
2,8.496,0.926
2,8.49,0.928
2,8.286,0.95
2,8.359,0.944
2,8.302,0.949
2,8.106,0.975
2,8.003,0.987
2,8.169,0.967
2,8.116,0.974
2,7.955,0.994
2,7.934,1
2,8.272,0.961
2,8.289,0.96
2,7.745,1
2,7.745,1
2,7.815,1
2,8.086,0.977
2,8.091,0.977
2,7.919,1
2,7.81,1
2,8.069,0.979
2,8.378,0.946
2,8.302,0.952
2,8.375,0.942
2,8.23,0.954
2,8.259,0.959
2,8.336,0.954
2,8.368,0.956
2,8.585,0.928
2,8.026,0.993
2,7.935,0.999
2,8.061,0.979
2,7.932,0.995
2,8.093,0.968
2,8.137,0.966
2,8.016,0.978
2,8.107,0.967
2,8.463,0.927
2,8.264,0.955
2,8.026,0.993
2,7.901,1
2,7.927,1
2,7.938,0.999
