"id","app_id","v_val","i_val","p_val","pt_val","pf_val","date"
"1",NULL,"121.599998","0.215000","13.000000","0.006356","0.531000","1531206345"
"2",NULL,"122.000000","0.212000","13.000000","0.006356","0.539000","1531206347"
"3",NULL,"121.599998","0.210000","13.000000","0.006356","0.545000","1531206348"
"4",NULL,"120.599998","0.210000","13.000000","0.006356","0.548000","1531206350"
"5",NULL,"120.599998","0.213000","13.000000","0.006356","0.541000","1531206352"
"6",NULL,"121.199997","0.214000","13.000000","0.006356","0.537000","1531206353"
"7",NULL,"120.500000","0.209000","13.000000","0.006356","0.551000","1531206355"
"8",NULL,"120.300003","0.208000","13.000000","0.006356","0.555000","1531206356"
"9",NULL,"119.699997","0.209000","13.000000","0.006356","0.556000","1531206358"
"10",NULL,"121.099998","0.211000","13.000000","0.006356","0.547000","1531206360"
"11",NULL,"122.199997","0.213000","13.000000","0.006356","0.537000","1531206361"
"12",NULL,"121.500000","0.213000","13.000000","0.006356","0.539000","1531206363"
"13",NULL,"121.300003","0.210000","13.000000","0.006356","0.547000","1531206364"
"14",NULL,"120.099998","0.208000","13.000000","0.006356","0.555000","1531206366"
"15",NULL,"119.599998","0.209000","13.000000","0.006356","0.557000","1531206368"
"16",NULL,"121.099998","0.212000","13.000000","0.006356","0.543000","1531206370"
"17",NULL,"120.000000","0.208000","13.000000","0.006356","0.553000","1531206377"
"18",NULL,"121.300003","0.215000","13.000000","0.006356","0.532000","1531206378"
"19",NULL,"122.199997","0.213000","13.000000","0.006356","0.534000","1531206380"
"20",NULL,"121.199997","0.210000","13.000000","0.006356","0.544000","1531206382"
"21",NULL,"120.500000","0.209000","13.000000","0.006356","0.551000","1531206383"
"22",NULL,"120.900002","0.210000","13.000000","0.006356","0.547000","1531206385"
"23",NULL,"120.699997","0.211000","13.000000","0.006356","0.542000","1531206387"
"24",NULL,"120.199997","0.208000","13.000000","0.006356","0.555000","1531206388"
"25",NULL,"120.099998","0.208000","13.000000","0.006356","0.555000","1531206390"
"26",NULL,"120.300003","0.211000","13.000000","0.006356","0.548000","1531206392"
