"id","app_id","v_val","i_val","p_val","pt_val","pf_val","date"
"1",NULL,"118.099998","0.259000","19.000000","0.006347","0.646000","1530279665"
"2",NULL,"118.199997","0.258000","19.000000","0.006347","0.648000","1530279667"
"3",NULL,"118.199997","0.259000","19.000000","0.006347","0.646000","1530279669"
"4",NULL,"117.099998","0.264000","19.000000","0.006347","0.636000","1530279670"
"5",NULL,"117.500000","0.262000","19.000000","0.006347","0.639000","1530279672"
"6",NULL,"117.099998","0.265000","19.000000","0.006347","0.635000","1530279673"
"7",NULL,"116.599998","0.265000","19.000000","0.006347","0.637000","1530279675"
"8",NULL,"115.699997","0.265000","19.000000","0.006347","0.642000","1530279677"
"9",NULL,"115.699997","0.263000","19.000000","0.006347","0.646000","1530279679"
"10",NULL,"116.199997","0.260000","19.000000","0.006347","0.650000","1530279680"
"11",NULL,"116.900002","0.258000","19.000000","0.006347","0.654000","1530279682"
"12",NULL,"117.400002","0.258000","19.000000","0.006347","0.652000","1530279683"
"13",NULL,"117.699997","0.258000","19.000000","0.006347","0.648000","1530279685"
"14",NULL,"117.699997","0.259000","19.000000","0.006347","0.647000","1530279687"
"15",NULL,"117.900002","0.259000","19.000000","0.006347","0.646000","1530279689"
"16",NULL,"117.300003","0.264000","19.000000","0.006347","0.640000","1530279690"
"17",NULL,"117.900002","0.260000","19.000000","0.006347","0.643000","1530279692"
"18",NULL,"117.900002","0.259000","19.000000","0.006347","0.643000","1530279693"
"19",NULL,"118.000000","0.258000","19.000000","0.006347","0.643000","1530279695"
"20",NULL,"117.300003","0.259000","19.000000","0.006347","0.646000","1530279697"
"21",NULL,"116.500000","0.259000","19.000000","0.006347","0.650000","1530279699"
"22",NULL,"115.900002","0.265000","19.000000","0.006347","0.638000","1530279700"
"23",NULL,"117.099998","0.263000","19.000000","0.006347","0.637000","1530279702"
"24",NULL,"117.599998","0.258000","19.000000","0.006347","0.647000","1530279704"
"25",NULL,"116.199997","0.262000","19.000000","0.006347","0.643000","1530279705"
"26",NULL,"115.900002","0.265000","19.000000","0.006347","0.636000","1530279707"
"27",NULL,"116.800003","0.261000","19.000000","0.006347","0.642000","1530279708"
"28",NULL,"117.099998","0.258000","19.000000","0.006347","0.650000","1530279710"
"29",NULL,"115.900002","0.265000","19.000000","0.006347","0.639000","1530279712"
"30",NULL,"115.900002","0.266000","19.000000","0.006347","0.635000","1530279714"
"31",NULL,"117.500000","0.260000","19.000000","0.006347","0.641000","1530279715"
"32",NULL,"116.699997","0.263000","19.000000","0.006347","0.639000","1530279717"
"33",NULL,"115.699997","0.265000","19.000000","0.006347","0.640000","1530279718"
"34",NULL,"115.199997","0.263000","19.000000","0.006347","0.646000","1530279720"
"35",NULL,"116.500000","0.265000","19.000000","0.006347","0.634000","1530279722"
"36",NULL,"117.099998","0.263000","19.000000","0.006347","0.638000","1530279724"
"37",NULL,"117.000000","0.259000","19.000000","0.006347","0.650000","1530279725"
"38",NULL,"116.300003","0.262000","19.000000","0.006347","0.644000","1530279727"
"39",NULL,"116.099998","0.266000","19.000000","0.006347","0.635000","1530279728"
"40",NULL,"115.699997","0.268000","19.000000","0.006347","0.635000","1530279730"
"41",NULL,"116.199997","0.266000","19.000000","0.006347","0.638000","1530279732"
"42",NULL,"116.400002","0.266000","19.000000","0.006347","0.635000","1530279734"
"43",NULL,"116.500000","0.266000","19.000000","0.006347","0.631000","1530279735"
"44",NULL,"115.599998","0.268000","19.000000","0.006347","0.632000","1530279737"
"45",NULL,"115.500000","0.264000","19.000000","0.006347","0.642000","1530279738"
"46",NULL,"117.099998","0.258000","19.000000","0.006347","0.649000","1530279740"
"47",NULL,"118.000000","0.257000","19.000000","0.006347","0.642000","1530279742"
"48",NULL,"118.000000","0.257000","19.000000","0.006347","0.641000","1530279743"
"49",NULL,"116.300003","0.264000","19.000000","0.006347","0.632000","1530279745"
"50",NULL,"116.000000","0.264000","19.000000","0.006347","0.636000","1530279747"
"51",NULL,"116.300003","0.259000","19.000000","0.006347","0.647000","1530279749"
"52",NULL,"117.599998","0.256000","19.000000","0.006347","0.644000","1530279750"
"53",NULL,"117.300003","0.257000","19.000000","0.006347","0.639000","1530279752"
"54",NULL,"117.099998","0.257000","19.000000","0.006347","0.639000","1530279754"
"55",NULL,"116.699997","0.258000","19.000000","0.006347","0.641000","1530279755"
"56",NULL,"116.800003","0.261000","19.000000","0.006347","0.635000","1530279757"
"57",NULL,"116.400002","0.262000","19.000000","0.006347","0.635000","1530279759"
"58",NULL,"116.099998","0.261000","19.000000","0.006347","0.637000","1530279760"
"59",NULL,"116.599998","0.260000","19.000000","0.006347","0.637000","1530279762"
"60",NULL,"116.900002","0.257000","19.000000","0.006347","0.641000","1530279764"
"61",NULL,"117.099998","0.255000","19.000000","0.006347","0.646000","1530279765"
"62",NULL,"117.800003","0.254000","19.000000","0.006347","0.646000","1530279767"
"63",NULL,"117.900002","0.254000","19.000000","0.006347","0.645000","1530279768"
"64",NULL,"117.099998","0.255000","19.000000","0.006347","0.646000","1530279770"
"65",NULL,"116.300003","0.256000","19.000000","0.006347","0.647000","1530279772"
"66",NULL,"116.099998","0.258000","19.000000","0.006347","0.646000","1530279774"
"67",NULL,"115.500000","0.265000","19.000000","0.006347","0.632000","1530279775"
"68",NULL,"116.599998","0.263000","19.000000","0.006347","0.632000","1530279777"
"69",NULL,"116.900002","0.259000","19.000000","0.006347","0.641000","1530279778"
"70",NULL,"116.500000","0.259000","19.000000","0.006347","0.646000","1530279780"
"71",NULL,"117.599998","0.257000","19.000000","0.006347","0.643000","1530279782"
"72",NULL,"117.599998","0.258000","19.000000","0.006347","0.642000","1530279784"
"73",NULL,"117.599998","0.257000","19.000000","0.006347","0.644000","1530279785"
"74",NULL,"117.000000","0.258000","19.000000","0.006347","0.645000","1530279787"
"75",NULL,"116.800003","0.258000","19.000000","0.006347","0.645000","1530279788"
"76",NULL,"116.300003","0.258000","19.000000","0.006347","0.650000","1530279790"
"77",NULL,"116.099998","0.259000","19.000000","0.006347","0.649000","1530279792"
"78",NULL,"116.400002","0.260000","19.000000","0.006347","0.644000","1530279793"
"79",NULL,"116.000000","0.261000","19.000000","0.006347","0.644000","1530279795"
"80",NULL,"116.199997","0.258000","19.000000","0.006347","0.650000","1530279797"
"81",NULL,"116.199997","0.258000","19.000000","0.006347","0.651000","1530279799"
"82",NULL,"116.000000","0.261000","19.000000","0.006347","0.644000","1530279800"
"83",NULL,"117.199997","0.257000","19.000000","0.006347","0.647000","1530279802"
"84",NULL,"117.699997","0.256000","19.000000","0.006347","0.645000","1530279804"
"85",NULL,"117.099998","0.259000","19.000000","0.006347","0.642000","1530279805"
"86",NULL,"117.400002","0.261000","19.000000","0.006347","0.638000","1530279807"
"87",NULL,"117.500000","0.261000","19.000000","0.006347","0.635000","1530279808"
"88",NULL,"117.599998","0.257000","19.000000","0.006347","0.647000","1530279810"
"89",NULL,"116.900002","0.261000","19.000000","0.006347","0.641000","1530279812"
"90",NULL,"116.500000","0.264000","19.000000","0.006347","0.633000","1530279814"
"91",NULL,"117.000000","0.265000","19.000000","0.006347","0.630000","1530279815"
"92",NULL,"116.300003","0.266000","19.000000","0.006347","0.633000","1530279817"
"93",NULL,"116.199997","0.266000","19.000000","0.006347","0.636000","1530279819"
"94",NULL,"115.900002","0.265000","19.000000","0.006347","0.639000","1530279820"
"95",NULL,"115.900002","0.265000","19.000000","0.006347","0.638000","1530279822"
"96",NULL,"115.900002","0.265000","19.000000","0.006347","0.638000","1530279823"
"97",NULL,"115.900002","0.271000","19.000000","0.006347","0.624000","1530279825"
"98",NULL,"116.400002","0.272000","19.000000","0.006347","0.623000","1530279827"
"99",NULL,"116.199997","0.271000","19.000000","0.006347","0.627000","1530279829"
"100",NULL,"117.000000","0.264000","19.000000","0.006347","0.638000","1530279830"
"101",NULL,"117.000000","0.262000","19.000000","0.006347","0.643000","1530279832"
"102",NULL,"117.199997","0.260000","19.000000","0.006347","0.647000","1530279834"
"103",NULL,"117.500000","0.261000","19.000000","0.006347","0.642000","1530279835"
"104",NULL,"118.099998","0.259000","19.000000","0.006347","0.642000","1530279837"
"105",NULL,"118.099998","0.259000","19.000000","0.006347","0.642000","1530279838"
"106",NULL,"117.599998","0.263000","19.000000","0.006347","0.633000","1530279840"
"107",NULL,"118.000000","0.260000","19.000000","0.006347","0.640000","1530279842"
"108",NULL,"117.800003","0.260000","19.000000","0.006347","0.641000","1530279844"
"109",NULL,"117.500000","0.263000","19.000000","0.006347","0.637000","1530279845"
"110",NULL,"117.699997","0.260000","19.000000","0.006347","0.645000","1530279847"
"111",NULL,"117.300003","0.261000","19.000000","0.006347","0.644000","1530279849"
"112",NULL,"116.400002","0.267000","19.000000","0.006347","0.633000","1530279850"
"113",NULL,"115.900002","0.267000","19.000000","0.006347","0.639000","1530279852"
"114",NULL,"116.000000","0.264000","19.000000","0.006347","0.645000","1530279854"
"115",NULL,"116.800003","0.263000","19.000000","0.006347","0.639000","1530279855"
"116",NULL,"116.800003","0.264000","19.000000","0.006347","0.639000","1530279857"
"117",NULL,"117.400002","0.263000","19.000000","0.006347","0.637000","1530279858"
"118",NULL,"117.900002","0.260000","19.000000","0.006347","0.642000","1530279860"
"119",NULL,"117.300003","0.263000","19.000000","0.006347","0.638000","1530279862"
"120",NULL,"116.599998","0.267000","19.000000","0.006347","0.630000","1530279864"
"121",NULL,"116.000000","0.263000","19.000000","0.006347","0.642000","1530279865"
"122",NULL,"116.599998","0.260000","19.000000","0.006347","0.649000","1530279867"
"123",NULL,"117.300003","0.259000","19.000000","0.006347","0.650000","1530279868"
"124",NULL,"118.000000","0.259000","19.000000","0.006347","0.646000","1530279870"
