app_id,v_val,i_val,p_val,pf_val,date
T5TwentyEightWattBad,118.800003,0,0,0,1531973838
T5TwentyEightWattBad,119.5,0,0,0,1531973839
T5TwentyEightWattBad,120.099998,0,0,0,1531973841
T5TwentyEightWattBad,119.800003,0,0,0,1531973842
T5TwentyEightWattBad,119.5,0,0,0,1531973844
T5TwentyEightWattBad,120.199997,0,0,0,1531973845
T5TwentyEightWattBad,120.300003,0,0,0,1531973847
T5TwentyEightWattBad,120.099998,0,0,0,1531973848
T5TwentyEightWattBad,119.099998,0,0,0,1531973850
T5TwentyEightWattBad,119.800003,0,0,0,1531973852
T5TwentyEightWattBad,121.099998,0,0,0,1531973853
T5TwentyEightWattBad,120.699997,0,0,0,1531973855
T5TwentyEightWattBad,120.199997,0,0,0,1531973856
T5TwentyEightWattBad,120.800003,0,0,0,1531973858
T5TwentyEightWattBad,120.5,0,0,0,1531973860
T5TwentyEightWattBad,119.5,0,0,0,1531973861
T5TwentyEightWattBad,119,0,0,0,1531973863
T5TwentyEightWattBad,119,0,0,0,1531973864
T5TwentyEightWattBad,119.5,0,0,0,1531973866
T5TwentyEightWattBad,119.400002,0,0,0,1531973867
T5TwentyEightWattBad,120,0,0,0,1531973869
T5TwentyEightWattBad,121,0,0,0,1531973871
T5TwentyEightWattBad,121.900002,0,0,0,1531973872
T5TwentyEightWattBad,120.699997,0,0,0,1531973874
T5TwentyEightWattBad,120.5,0,0,0,1531973875
T5TwentyEightWattBad,120.599998,0,0,0,1531973877
T5TwentyEightWattBad,119.699997,0,0,0,1531973879
T5TwentyEightWattBad,119.5,0,0,0,1531973880
T5TwentyEightWattBad,119.800003,0,0,0,1531973882
T5TwentyEightWattBad,120.400002,0,0,0,1531973883
T5TwentyEightWattBad,120.599998,0,0,0,1531973885
T5TwentyEightWattBad,120.5,0,0,0,1531973886
T5TwentyEightWattBad,119.199997,0,0,0,1531973888
T5TwentyEightWattBad,120.199997,0,0,0,1531973890
T5TwentyEightWattBad,120.5,0,0,0,1531973891
T5TwentyEightWattBad,119.699997,0,0,0,1531973893
T5TwentyEightWattBad,119.5,0,0,0,1531973895
T5TwentyEightWattBad,119.699997,0,0,0,1531973896
T5TwentyEightWattBad,119.400002,0,0,0,1531973898
T5TwentyEightWattBad,119.599998,0,0,0,1531973900
T5TwentyEightWattBad,120.400002,0,0,0,1531973901
T5TwentyEightWattBad,120.699997,0,0,0,1531973903
T5TwentyEightWattBad,120.400002,0,0,0,1531973905
T5TwentyEightWattBad,120.5,0,0,0,1531973906
T5TwentyEightWattBad,120.699997,0,0,0,1531973908
T5TwentyEightWattBad,119.900002,0,0,0,1531973909
T5TwentyEightWattBad,120.599998,0,0,0,1531973911
T5TwentyEightWattBad,120.400002,0,0,0,1531973913
T5TwentyEightWattBad,120.199997,0,0,0,1531973914
T5TwentyEightWattBad,120.400002,0,0,0,1531973916
T5TwentyEightWattBad,119.900002,0,0,0,1531973917
T5TwentyEightWattBad,119.5,0,0,0,1531973919
T5TwentyEightWattBad,119.5,0,0,0,1531973920
T5TwentyEightWattBad,120.800003,0,0,0,1531973922
T5TwentyEightWattBad,121.400002,0,0,0,1531973924
T5TwentyEightWattBad,121.300003,0,0,0,1531973925
T5TwentyEightWattBad,121.5,0,0,0,1531973927
T5TwentyEightWattBad,120.900002,0,0,0,1531973928
T5TwentyEightWattBad,121,0,0,0,1531973930
T5TwentyEightWattBad,120.599998,0,0,0,1531973932
T5TwentyEightWattBad,119.400002,0,0,0,1531973933
T5TwentyEightWattBad,119.300003,0,0,0,1531973935
T5TwentyEightWattBad,119.900002,0,0,0,1531973936
T5TwentyEightWattBad,120.5,0,0,0,1531973938
T5TwentyEightWattBad,120.699997,0,0,0,1531973939
T5TwentyEightWattBad,120.599998,0,0,0,1531973941
T5TwentyEightWattBad,121.400002,0,0,0,1531973943
T5TwentyEightWattBad,120.599998,0,0,0,1531973944
T5TwentyEightWattBad,119.699997,0,0,0,1531973946
T5TwentyEightWattBad,120.300003,0,0,0,1531973947
T5TwentyEightWattBad,120.099998,0,0,0,1531973949
T5TwentyEightWattBad,120,0,0,0,1531973951
T5TwentyEightWattBad,120.300003,0,0,0,1531973952
T5TwentyEightWattBad,120,0,0,0,1531973954
T5TwentyEightWattBad,120.300003,0,0,0,1531973955
T5TwentyEightWattBad,120.800003,0,0,0,1531973957
T5TwentyEightWattBad,121.099998,0,0,0,1531973959
T5TwentyEightWattBad,121.199997,0,0,0,1531973960
T5TwentyEightWattBad,121.5,0,0,0,1531973962
T5TwentyEightWattBad,120.599998,0,0,0,1531973963
T5TwentyEightWattBad,120.300003,0,0,0,1531973965
T5TwentyEightWattBad,119.900002,0,0,0,1531973966
T5TwentyEightWattBad,120.099998,0,0,0,1531973968
T5TwentyEightWattBad,119.800003,0,0,0,1531973970
T5TwentyEightWattBad,120.300003,0,0,0,1531973971
T5TwentyEightWattBad,120.800003,0,0,0,1531973973
T5TwentyEightWattBad,120.599998,0,0,0,1531973974
T5TwentyEightWattBad,120.099998,0,0,0,1531973976
T5TwentyEightWattBad,120.099998,0,0,0,1531973978
T5TwentyEightWattBad,120,0,0,0,1531973979
T5TwentyEightWattBad,120.800003,0,0,0,1531973981
T5TwentyEightWattBad,120.800003,0,0,0,1531973982
T5TwentyEightWattBad,120,0,0,0,1531973984
T5TwentyEightWattBad,119.800003,0,0,0,1531973985
T5TwentyEightWattBad,119.800003,0,0,0,1531973987
T5TwentyEightWattBad,119,0,0,0,1531973989
T5TwentyEightWattBad,120.199997,0,0,0,1531973990
T5TwentyEightWattBad,121,0,0,0,1531973992
T5TwentyEightWattBad,120.900002,0,0,0,1531973993
T5TwentyEightWattBad,120.300003,0,0,0,1531973995
T5TwentyEightWattBad,119.599998,0,0,0,1531973997
T5TwentyEightWattBad,119.800003,0,0,0,1531973998
T5TwentyEightWattBad,120.300003,0,0,0,1531974000
T5TwentyEightWattBad,120.900002,0,0,0,1531974001
T5TwentyEightWattBad,120.300003,0,0,0,1531974003
T5TwentyEightWattBad,120.300003,0,0,0,1531974004
T5TwentyEightWattBad,119.699997,0,0,0,1531974006
T5TwentyEightWattBad,120.800003,0,0,0,1531974007
T5TwentyEightWattBad,120.900002,0,0,0,1531974009
T5TwentyEightWattBad,120.199997,0,0,0,1531974011
T5TwentyEightWattBad,119.599998,0,0,0,1531974012
T5TwentyEightWattBad,119.800003,0,0,0,1531974014
T5TwentyEightWattBad,120.400002,0,0,0,1531974015
T5TwentyEightWattBad,120.699997,0,0,0,1531974017
T5TwentyEightWattBad,120.699997,0,0,0,1531974019
T5TwentyEightWattBad,120.199997,0,0,0,1531974020
T5TwentyEightWattBad,120.800003,0,0,0,1531974022
T5TwentyEightWattBad,120.400002,0,0,0,1531974023
T5TwentyEightWattBad,120.699997,0,0,0,1531974025
T5TwentyEightWattBad,120.900002,0,0,0,1531974027
T5TwentyEightWattBad,120.199997,0,0,0,1531974028
T5TwentyEightWattBad,119.5,0,0,0,1531974030
T5TwentyEightWattBad,119.400002,0,0,0,1531974031
T5TwentyEightWattBad,120.099998,0,0,0,1531974033
T5TwentyEightWattBad,120.099998,0,0,0,1531974034
T5TwentyEightWattBad,119.900002,0,0,0,1531974036
T5TwentyEightWattBad,119.900002,0,0,0,1531974038
T5TwentyEightWattBad,119.699997,0,0,0,1531974039
T5TwentyEightWattBad,119.699997,0,0,0,1531974041
T5TwentyEightWattBad,120.400002,0,0,0,1531974042
T5TwentyEightWattBad,121.099998,0,0,0,1531974044
T5TwentyEightWattBad,121.400002,0,0,0,1531974046
T5TwentyEightWattBad,120.599998,0,0,0,1531974047
T5TwentyEightWattBad,119.900002,0,0,0,1531974049
T5TwentyEightWattBad,119,0,0,0,1531974050
