"id","app_id","v_val","i_val","p_val","pt_val","pf_val","date"
"1","10","118.199997","0.333000","22.000000","7.370000","0.571000","1516956168"
"2","10","119.099998","0.337000","22.000000","7.370000","0.559000","1516956170"
"3","10","118.500000","0.336000","22.000000","7.370000","0.566000","1516956171"
"4","10","117.800003","0.333000","22.000000","7.370000","0.574000","1516956173"
"5","10","118.000000","0.334000","22.000000","7.370000","0.571000","1516956175"
"6","10","117.199997","0.332000","22.000000","7.370000","0.577000","1516956176"
"7","10","117.199997","0.332000","22.000000","7.370000","0.579000","1516956178"
"8","10","117.099998","0.330000","22.000000","7.370000","0.582000","1516956180"
"9","10","117.500000","0.331000","22.000000","7.370000","0.577000","1516956181"
"10","10","118.000000","0.333000","22.000000","7.370000","0.570000","1516956183"
"11","10","119.500000","0.337000","22.000000","7.370000","0.556000","1516956185"
"12","10","119.500000","0.335000","22.000000","7.370000","0.558000","1516956187"
"13","10","119.099998","0.331000","22.000000","7.370000","0.570000","1516956188"
"14","10","118.400002","0.330000","22.000000","7.370000","0.575000","1516956190"
"15","10","117.400002","0.329000","22.000000","7.370000","0.581000","1516956192"
"16","10","118.800003","0.332000","22.000000","7.370000","0.567000","1516956193"
"17","10","119.500000","0.333000","22.000000","7.370000","0.564000","1516956195"
"18","10","119.800003","0.334000","22.000000","7.370000","0.564000","1516956197"
"19","10","118.500000","0.329000","22.000000","7.370000","0.574000","1516956199"
"20","10","117.900002","0.330000","22.000000","7.370000","0.576000","1516956200"
"21","10","118.199997","0.331000","22.000000","7.370000","0.572000","1516956202"
"22","10","119.099998","0.334000","22.000000","7.370000","0.561000","1516956203"
"23","10","119.300003","0.334000","22.000000","7.370000","0.561000","1516956205"
"24","10","118.599998","0.331000","22.000000","7.370000","0.572000","1516956207"
"25","10","118.099998","0.328000","22.000000","7.370000","0.581000","1516956208"
"26","10","118.000000","0.328000","22.000000","7.370000","0.580000","1516956210"
"27","10","118.599998","0.331000","22.000000","7.370000","0.576000","1516956212"
"28","10","118.800003","0.333000","22.000000","7.370000","0.572000","1516956213"
"29","10","119.199997","0.335000","22.000000","7.370000","0.567000","1516956215"
"30","10","119.300003","0.335000","22.000000","7.370000","0.566000","1516956217"
"31","10","119.699997","0.333000","22.000000","7.370000","0.567000","1516956218"
"32","10","119.400002","0.330000","22.000000","7.370000","0.573000","1516956220"
"33","10","118.699997","0.330000","22.000000","7.370000","0.576000","1516956222"
"34","10","117.900002","0.327000","22.000000","7.370000","0.582000","1516956224"
"35","10","118.199997","0.329000","22.000000","7.370000","0.578000","1516956225"
"36","10","119.099998","0.332000","22.000000","7.370000","0.570000","1516956227"
"37","10","119.199997","0.333000","22.000000","7.370000","0.568000","1516956229"
"38","10","119.500000","0.331000","22.000000","7.370000","0.573000","1516956230"
"39","10","118.900002","0.328000","22.000000","7.370000","0.581000","1516956232"
"40","10","118.699997","0.329000","22.000000","7.370000","0.579000","1516956234"
"41","10","118.199997","0.329000","22.000000","7.370000","0.584000","1516956235"
"42","10","118.699997","0.332000","22.000000","7.370000","0.577000","1516956237"
"43","10","119.400002","0.330000","22.000000","7.370000","0.572000","1516956239"
"44","10","118.199997","0.328000","22.000000","7.370000","0.584000","1516956240"
"45","10","117.599998","0.327000","22.000000","7.370000","0.590000","1516956242"
"46","10","119.500000","0.330000","22.000000","7.370000","0.575000","1516956244"
"47","10","119.500000","0.330000","22.000000","7.370000","0.575000","1516956245"
"48","10","118.699997","0.327000","22.000000","7.370000","0.585000","1516956247"
"49","10","118.199997","0.328000","22.000000","7.370000","0.585000","1516956249"
"50","10","118.800003","0.332000","22.000000","7.370000","0.577000","1516956251"
"51","10","119.699997","0.334000","22.000000","7.370000","0.568000","1516956252"
"52","10","119.900002","0.335000","22.000000","7.370000","0.567000","1516956254"
"53","10","119.300003","0.333000","22.000000","7.370000","0.572000","1516956256"
"54","10","119.000000","0.333000","22.000000","7.370000","0.574000","1516956258"
"55","10","119.199997","0.333000","22.000000","7.370000","0.572000","1516956259"
"56","10","119.000000","0.332000","22.000000","7.370000","0.574000","1516956261"
"57","10","119.000000","0.329000","22.000000","7.370000","0.578000","1516956263"
"58","10","119.199997","0.329000","22.000000","7.370000","0.576000","1516956264"
"59","10","118.699997","0.328000","22.000000","7.370000","0.582000","1516956266"
"60","10","117.599998","0.327000","22.000000","7.370000","0.589000","1516956268"
"61","10","117.599998","0.328000","22.000000","7.370000","0.588000","1516956269"
"62","10","118.699997","0.331000","22.000000","7.370000","0.582000","1516956271"
"63","10","119.099998","0.332000","22.000000","7.370000","0.578000","1516956273"
"64","10","119.000000","0.333000","22.000000","7.370000","0.575000","1516956274"
"65","10","118.900002","0.329000","22.000000","7.370000","0.579000","1516956276"
"66","10","119.000000","0.329000","22.000000","7.370000","0.578000","1516956277"
"67","10","119.800003","0.331000","22.000000","7.370000","0.570000","1516956279"
"68","10","119.800003","0.332000","22.000000","7.370000","0.570000","1516956281"
"69","10","118.900002","0.333000","22.000000","7.370000","0.579000","1516956282"
"70","10","118.599998","0.331000","23.000000","7.370000","0.586000","1516956284"
"71","10","118.199997","0.326000","22.000000","7.370000","0.591000","1516956286"
"72","10","118.400002","0.327000","22.000000","7.370000","0.585000","1516956288"
"73","10","117.800003","0.324000","22.000000","7.370000","0.592000","1516956289"
"74","10","118.300003","0.324000","22.000000","7.370000","0.590000","1516956291"
"75","10","118.599998","0.324000","22.000000","7.370000","0.591000","1516956293"
"76","10","118.000000","0.325000","22.000000","7.370000","0.593000","1516956294"
"77","10","117.900002","0.326000","22.000000","7.370000","0.593000","1516956296"
"78","10","118.500000","0.327000","22.000000","7.370000","0.588000","1516956298"
"79","10","119.300003","0.329000","22.000000","7.370000","0.579000","1516956299"
"80","10","119.599998","0.328000","22.000000","7.370000","0.580000","1516956301"
"81","10","119.099998","0.325000","22.000000","7.370000","0.586000","1516956303"
"82","10","118.800003","0.327000","22.000000","7.370000","0.583000","1516956305"
"83","10","119.500000","0.330000","22.000000","7.370000","0.573000","1516956306"
"84","10","119.900002","0.329000","22.000000","7.370000","0.572000","1516956308"
"85","10","119.000000","0.326000","22.000000","7.370000","0.584000","1516956309"
"86","10","118.300003","0.324000","22.000000","7.370000","0.590000","1516956311"
"87","10","118.099998","0.323000","22.000000","7.370000","0.592000","1516956312"
"88","10","118.000000","0.323000","22.000000","7.370000","0.594000","1516956314"
"89","10","118.099998","0.324000","22.000000","7.370000","0.591000","1516956315"
"90","10","117.900002","0.324000","22.000000","7.370000","0.593000","1516956317"
"91","10","117.800003","0.325000","22.000000","7.370000","0.591000","1516956319"
"92","10","118.300003","0.326000","22.000000","7.370000","0.586000","1516956320"
"93","10","118.400002","0.324000","22.000000","7.370000","0.592000","1516956322"
"94","10","118.099998","0.323000","22.000000","7.370000","0.595000","1516956323"
"95","10","118.099998","0.324000","22.000000","7.370000","0.593000","1516956325"
"96","10","118.300003","0.326000","22.000000","7.370000","0.588000","1516956326"
